Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.08739908739908739;1;3
In den gemeinsamen Standpunkt wurden praktisch alle von der Kommission akzeptierten Änderungsanträge übernommen , die Mindestanforderungen an die Prüfungen für die Sicherheitsberater wurden harmonisiert , und in zweiter Lesung können wir den Änderungsantrag zum vorgeschlagenen Zeitpunkt annehmen , der viel realistischer ist als der anfangs von der Kommission vorgeschlagene , wenn man bedenkt , daß wir schon mehrere Jahre über diese Frage diskutieren . ;437 33 267 1111 401 1326 706 46 5 219 1329 1325 4640 14 16 9110 113 16 7794 32 16 0 401 9687 14 20 4 8630 2643 311 42 33 1187 587 4349 1917 2243 14 5 303 17893 7 354 5 16834 46 5 219 630 14 278 201 9827 14 30 42 2047 441 385 153 127 202 739 25;The common position includes practically all of the amendments accepted by the Commission and harmonises the minimum examination requirements for safety advisers and , at second reading , we can accept the amendment on the proposed date , which is much more realistic than the one originally suggested by the Commission , bearing in mind that we have now spent several years debating this question . ;226 274 707 1610 1305 223 12 4 1302 1304 10 4 227 53 0 4 2732 3201 1244 61 360 3804 53 20 242 1292 2467 20 318 6 1608 4 2123 82 4 393 1143 20 15 28 781 65 4448 422 4 413 7567 592 10 4 227 20 3585 3 821 31 318 113 362 2396 182 397 859 124 213 26;report timing to much more realistic is as the Commission proposed by if that we several discuss . ;1132 14986 37 781 65 4448 28 21 4 227 393 10 121 31 318 182 739 26;1.193980211874569e-45;1;3
In ganz kurzen Worten möchte ich auch für die Beiträge der verschiedenen Abgeordneten danken und Ihnen , meine Damen und Herren , sagen , daß die Kommission der Sicherheit im Verkehrswesen Priorität einräumt . ;437 109 891 3000 108 210 188 32 16 2996 5 59 144 448 20 445 14 836 439 20 440 14 436 14 30 16 219 5 17 73 7170 1901 6503 25;Very briefly , I would like to thank the various Members for their interventions and to tell you that safety is one of the Commission s priorities in the field of transport . ;5061 6707 20 117 427 118 37 449 4 59 445 61 111 1051 53 37 1751 448 31 360 28 413 12 4 227 24 572 3 4 1498 12 975 26;In short I would also contributions Union specific various members thank and you ladies and gentlemen , say that the Commission security transport a a priority . ;451 906 117 427 342 2777 276 428 59 150 449 53 448 1169 53 1170 20 471 31 4 227 17 975 35 35 1824 26;5.217164601406626e-23;1;3
Der Prozeß zur Erhöhung der Sicherheitsmargen und -garantien im Verkehrswesen ist ein Prozeß , der täglich vervollkommnet werden muß . ;376 2172 222 5525 5 0 20 0 73 7170 7 67 2172 14 5 4424 0 115 334 25;The process of increasing safety margins and safety guarantees in transport is a process which must be improved day by day . ;226 214 12 1190 360 6179 53 360 16 3 975 28 35 214 15 347 8 3174 886 10 886 26;The process to and transport is a on a daily basis . ;226 214 37 53 975 28 35 82 35 6451 264 26;1.0766635065788503e-14;1;4
Deshalb muß geprüft werden , wie die Anforderungen zur Gewährleistung eines Maximums an Sicherheit noch optimiert werden können . ;1010 334 6083 115 14 420 16 3162 222 3416 11 0 113 17 613 0 115 311 25;Therefore , we will have to see how the requirements guaranteeing the maximum degree of safety can be further improved . ;939 20 318 125 113 37 1351 431 4 1244 2691 4 6462 1864 12 360 6 8 2180 3174 26;therefore must by the guaranteeing a certain . ;29 347 10 4 2691 35 394 26;2.2750513570413487e-15;1;3
Abschließend möchte ich sagen , daß es um die Sicherheit bei allen Transportarten geht . ;1949 108 210 436 14 30 27 390 16 17 228 216 0 417 25;Finally , I would like to say that we have to consider safety in all types of transport . ;2428 20 117 427 118 37 471 31 318 113 37 109 360 3 223 6065 12 975 26;When all . ;660 223 26;1.1267914334472453e-11;1;5
In dieser Woche werden wir hier aufgrund der Katastrophe der Erika eine Aussprache über die Sicherheit des Seeverkehrs führen , und wir müssen im Laufe dieses Jahres auch über die Sicherheitsziele im Luftverkehr diskutieren . ;437 82 1811 115 42 531 1075 5 2421 5 4158 211 262 153 16 17 50 9181 269 14 20 42 317 73 3732 207 1007 188 153 16 0 73 10593 739 25;This week we will be holding a debate here on the safety of sea transport , in light of the Erika disaster , and in the course of this year we will have to discuss our objectives in terms of the safety of air transport . ;162 1771 318 125 8 6463 35 269 712 82 4 360 12 499 975 20 3 2646 12 4 3875 3898 20 53 3 4 931 12 124 1013 318 125 113 37 739 154 1473 3 1854 12 4 360 12 2191 975 26;In this we because the disaster Erika debate on in the maritime and we must this year . ;451 124 318 481 4 3898 3875 269 82 3 4 1826 53 318 347 124 1013 26;2.7109294620658646e-27;1;3
Ich will zum Ausdruck bringen , daß die Sicherheit ein vorrangiges Ziel der Kommission ist . ;107 236 587 811 633 14 30 16 17 67 16616 1502 5 219 7 25;But I would like to say that safety is a priority objective for the Commission . ;1846 117 427 118 37 471 31 360 28 35 1824 392 61 4 227 26;I that the objective of Commission . ;117 31 4 392 12 227 26;4.2956506195155766e-12;1;3
Wie ich in der Aussprache über die Erika sagen werde , warten wir nicht auf eine Katastrophe , um uns mit dem Sicherheitsaspekt zu befassen , sondern wir arbeiten daran am Rande dieser Geschehnisse . Diese führen uns allerdings die Dringlichkeit einer effektiven Antwort auf Probleme dieser Art vor Augen . ;282 210 4 5 262 153 16 4158 436 1165 14 391 42 315 9 211 2421 14 390 285 131 61 0 28 1425 14 326 42 457 941 721 4257 82 10018 25 1365 269 285 304 16 5923 456 2630 2490 9 374 82 2121 96 772 25;As I will say in the debate on the Erika disaster , we do not wait until there is a disaster to deal with the question of safety , but we work on it even when there are no such circumstances , which simply serve to demonstrate the urgency for an effective response to this type of problem . ;292 117 125 471 3 4 269 82 4 3875 3898 20 318 580 77 406 825 672 28 35 3898 37 321 46 4 213 12 360 20 322 318 231 82 86 976 363 672 41 740 972 1926 20 15 1836 3347 37 4841 4 2034 61 13 1783 2164 37 124 350 12 123 26;As I Erika say we not a disaster to we the but we are working in this these . not the urgent procedure response problems . ;292 117 3875 471 318 77 35 3898 37 318 4 322 318 41 2225 3 124 84 26 77 4 407 1300 2164 388 26;4.4468261784340064e-40;1;1
Ich möchte nochmals allen Rednern und ganz besonders dem Berichterstatter , Herrn Koch , meinen Dank sagen . ;107 108 409 216 11115 20 109 525 61 1302 14 143 0 14 1321 925 436 25;I would like to repeat my appreciation to all the speakers and especially to the rapporteur , Mr Koch . ;117 427 118 37 966 844 11143 37 223 4 4941 53 944 37 4 1287 20 47 0 26;I would like thank all and the rapporteur Mr , thank you say . ;117 427 118 449 223 53 4 1287 47 20 449 448 471 26;1.6709549291657935e-13;1;3
Die Aussprache ist geschlossen . ;37 262 7 1209 25;The debate is closed . ;226 269 28 1205 26;The debate is closed . ;226 269 28 1205 26;0.16310573598475483;1;2
Die Abstimmung findet morgen um 12 . 00 Uhr statt . ;37 1190 900 530 390 167 25 1192 1193 934 25;The vote will take place tomorrow at 12 p . m . ;226 1181 125 689 856 1182 242 173 2747 26 1185 26;The vote will take tomorrow place at 12 noon . ;226 1181 125 689 1182 856 242 173 4163 26;1.251487012907931e-05;1;5
Gefahrguttransport auf der Straße ;0 9 5 6994;Transport of dangerous goods by road ;1655 12 1453 3921 10 1223;the ;4;0.00010789655713554222;2;2
Nach der Tagesordnung folgt der Bericht ( A5-0104/1999 ) von Herrn Koch im Namen des Ausschusses für Regionalpolitik , Verkehr und Fremdenverkehr für eine Richtlinie des Europäischen Parlament und des Rates ( KOM ( 1999 ) 158 - C5-0004/1999 - 1999/0083 ( COD ) ) zur Änderung der Richtlinie 94/55/EG zur Angleichung der Rechtsvorschriften der Mitgliedstaaten für den Gefahrguttransport auf der Straße . ;2212 5 1002 3317 5 1506 884 0 886 46 143 0 73 1676 50 1677 32 1678 14 970 20 971 32 211 1166 50 62 63 20 50 135 884 1679 884 175 886 0 625 0 625 0 884 6005 886 886 222 256 5 1166 0 222 1978 5 273 5 193 32 33 0 9 5 6994 25;The next item is the report ( A5-0104/1999 ) by Mr Koch , on behalf of the Committee on Regional Policy , Transport and Tourism , on the proposal for a European Parliament and Council directive amending Directive 94/55/EC on the approximation of the laws of the Member States with regard to the transport of dangerous goods by road [ COM ( 1999 ) 158 - C5-0004/1999 - 1999/0083 ( COD ) ] . ;226 1260 3063 28 4 1132 900 0 902 10 47 0 20 82 1641 12 4 1046 82 1653 1654 20 1655 53 1656 20 82 4 240 61 35 193 64 53 143 1156 2224 2162 0 82 4 10481 12 4 311 12 4 202 75 46 345 37 4 975 12 1453 3921 10 1223 4345 1665 900 180 902 7735 638 0 638 0 900 5514 902 4346 26;The item is the report ( ) by Mr on behalf of the Committee on Regional Policy , and Tourism for directive European Parliament and Council ( COM ( 1999 ) - - ( COD ) ) directive of the Member States for the the . ;226 3063 28 4 1132 900 902 10 47 82 1641 12 4 1046 82 1653 1654 20 53 1656 61 1156 193 64 53 143 900 1665 900 180 902 638 638 900 5514 902 902 1156 12 4 202 75 61 4 4 26;5.89628543401124e-44;1;4
Insofern akzeptiere ich den vorliegenden und heute zur Diskussion stehenden Vorschlag zur Änderung der Richtlinie 94/55/EG . ;5047 12690 210 33 2104 20 64 222 1467 4156 233 222 256 5 1166 0 25;In this respect , I accept this proposal to amend Directive 94/55/EC which has been tabled for discussion today . ;451 124 1032 20 117 1608 124 240 37 1822 2162 0 15 76 78 63 61 1442 815 26;accept I this proposal directive . ;1608 117 124 240 1156 26;6.465080946315264e-13;1;7
Somit liegt die Änderung der Richtlinie ganz im Sinne der Subsidiarität die Mitgliedstaaten erhalten mehr Befugnisse . ;2818 644 16 256 5 1166 109 73 472 5 4980 16 193 1698 68 6630 25;The amendment to the directive is consequently in full accordance with the principle of subsidiarity the Member States obtain more powers . ;226 2123 37 4 1156 28 2707 3 1092 265 46 4 463 12 464 4 202 75 3700 65 3087 26;therefore is the reading directive subsidiarity Member States . ;29 28 4 2467 1156 464 202 75 26;8.054847643625365e-14;1;3
Sie wird dabei von einem Expertenausschuß für Gefahrguttransporte nach dem Regelungsverfahren unterstützt . ;394 139 875 46 48 0 32 0 147 61 0 1598 25;In so doing , it is supported by a committee of experts on the transport of dangerous goods under the regulatory procedure . ;451 1097 951 20 86 28 1574 10 35 147 12 3577 82 4 975 12 1453 3921 1007 4 4790 1300 26;They for the supported . ;851 61 4 1574 26;2.954131439837582e-11;1;4
Darüber hinaus wird auf die Notwendigkeit einer verstärkten Transparenz hingewiesen . ;737 1913 139 9 16 1746 456 2689 462 1651 25;In addition , the need for greater transparency has been pointed out . ;451 1212 20 4 789 61 1034 472 76 78 1438 1073 26;Furthermore , need for transparency stressed . ;637 20 789 61 472 4804 26;1.4330562859251881e-08;1;3
Dies liegt im besonderen Interesse nordeuropäischer Regionen . ;1045 644 73 1046 466 0 1692 25;This is in the special interest of northern European regions . ;162 28 3 4 1239 970 12 5120 193 1723 26;This is interests regions . ;162 28 1231 1723 26;0.00030591843850068245;1;3
Herr Präsident ! Sehr geehrte Kollegen ! ;53 54 58 2895 8179 57 58;Mr President , colleagues , a happy new year and millennium to you all . ;47 58 20 1997 20 35 6341 416 1013 53 7152 37 448 223 26;Mr President , Ladies . ;47 58 20 4326 26;0.0033021867475789913;1;1
In dem Vorschlag der Kommission werden jedoch nicht alle relevanten Fragen berücksichtigt , wie beispielsweise die kalten klimatischen Bedingungen in den nördlichen Regionen . ;437 61 233 5 219 115 822 315 706 7066 442 1103 14 420 895 16 0 14943 2591 4 33 4413 1692 25;The Commission s proposal , however , does not take account of all the facts , such as the cold climate that prevails in the northern regions . ;226 227 24 240 20 693 20 456 77 689 2179 12 223 4 5548 20 972 21 4 9839 2647 31 6602 3 4 5120 1723 26;Northern regions . ;4129 1723 26;3.3039090908852207e-19;1;5
Meine Änderungsanträge betreffen die Frostbeständigkeit der Transportbehälter für Gefahrgut . ;1741 1325 963 16 0 5 0 32 0 25;My amendments concern the frost-resistance ratings for tankers carrying these dangerous goods . ;1933 1302 969 4 0 20799 61 12341 4726 84 1453 3921 26;My amendments the . ;1933 1302 4 26;9.386023473822829e-08;1;8
Am Mittelmeer kann man sich schwer vorstellen , daß der Frost in Lappland erheblich niedrigere Temperaturen erreicht . ;2768 4109 371 201 180 2545 5817 14 30 5 0 4 0 4913 13053 17032 686 25;On the shores of the Mediterranean , it is hard to imagine that in Lapland temperatures can fall considerably lower than that . ;1906 4 18075 12 4 3439 20 86 28 1842 37 1455 31 3 0 14509 6 1519 1377 6377 422 31 26;Mediterranean can imagine that the temperatures achieved . ;3439 6 1455 31 4 14509 9 26;3.5845720134725036e-15;1;3
Auch in Lappland wird die EU befürwortet , so daß wir hier auch an die Menschen dort denken müssen . ;892 4 0 139 16 31 11146 14 208 30 42 531 188 113 16 1246 955 942 317 25;There is support for the EU in Lapland also , so let us remember them . ;1363 28 133 61 4 32 3 0 342 20 1097 1749 295 1273 161 26;will the EU advocates we people might thinking be . ;125 4 32 5358 318 420 673 796 8 26;6.3641820762779e-16;1;2
Deshalb habe ich vorgeschlagen , den Grenzwert für Frost auf -40 C herabzusetzen . ;1010 284 210 382 14 33 9119 32 0 9 0 15126 0 25;I have thus proposed that the frost rating be lowered to -40 C . ;117 113 2151 393 31 4 26762 14877 8 11600 37 30047 15354 26;therefore I proposed for to the on C . ;29 117 393 61 37 4 82 15354 26;9.960117079686868e-12;1;6
Das wäre auch erforderlich , um das Sicherheitsniveau in den nördlichen Regionen beizubehalten . ;157 1510 188 2730 14 390 15 18345 4 33 4413 1692 1176 25;This would be necessary to keep safety standards at the level they were in northern regions previously . ;162 427 8 299 37 1585 360 273 242 4 648 108 114 3 5120 1723 1563 26;Northern regions to keep . ;4129 1723 37 1585 26;6.781097054213959e-11;1;3
Ich hoffe , daß mein Vorschlag in der morgigen Abstimmung Berücksichtigung findet . ;107 1845 14 30 1459 233 4 5 2275 1190 2306 900 25;I hope my proposal will be taken into consideration in tomorrow s vote . ;117 136 844 240 125 8 855 847 262 3 1182 24 1181 26;I hope that my the . ;117 136 31 844 4 26;2.4011882594914073e-08;1;3
Ich fand das ganz hervorragend . ;107 199 15 109 10562 25;I thought that it was quite superb . ;117 865 31 86 834 120 28262 26;I affairs think . ;117 338 377 26;0.0007129448249715693;1;3
Zum Thema Ich denke , die Bürger Europas müssen sich darauf verlassen können , daß das , was auf Europas Straßen , Schienen usw . transportiert wird , wenn es denn auch noch gefährliche Güter sind , so sicher wie möglich ist . ;1099 414 107 362 14 16 312 126 317 180 561 6470 311 14 30 15 14 184 9 126 2200 14 0 368 25 4806 139 14 278 27 568 188 613 1474 6171 87 14 208 854 420 13 7 25;On the subject at hand , I think that the people of Europe must be able to be confident that the goods - however dangerous they are - which are transported on Europe s roads , railways , and so on are as safe as possible . ;1906 4 2254 242 728 20 117 377 31 4 420 12 135 347 8 79 37 8 9983 31 4 3921 638 693 1453 108 41 638 15 41 4474 82 135 24 2086 20 7003 20 53 1097 82 41 21 759 21 209 26;I should issue think Europe must rely on that the , etc , and . transported will if goods are like . ;117 33 216 377 135 347 2426 82 31 4 20 382 20 53 26 4474 125 121 3921 41 118 26;5.87693418929028e-33;1;3
Diese Richtlinie ist ein Beitrag dazu . ;1365 1166 7 67 2044 1064 25;This directive is a contribution to this . ;162 1156 28 35 230 37 124 26;This directive is a to on . ;162 1156 28 35 37 82 26;0.00012152012509969944;1;4
Das , was wir heute machen , ist im Grunde genommen ein Ärgernis . ;157 14 184 42 64 397 14 7 73 1715 2261 67 0 25;What we are doing today is essentially a nuisance . ;811 318 41 951 815 28 2782 35 16652 26;The , we is a . ;226 20 318 28 35 26;7.705264025197273e-11;1;4
Der Berichterstatter Koch , dem wir unseren Dank für seine Arbeit , die er dabei geleistet hat , aussprechen , hat darauf hingewiesen , daß im Grunde genommen alles schon etwas weiter sein könnte , wenn es nicht dieses Versäumnis der CEN gäbe , die in der Erstellung und dem Angleichen der Richtlinie sehr säumig sind . ;376 1302 0 14 61 42 318 925 32 164 223 14 16 700 875 3159 120 14 5607 14 120 561 1651 14 30 73 1715 2261 406 2047 558 1551 1035 460 14 278 27 315 207 8704 5 0 7539 14 16 4 5 12811 20 61 0 5 1166 510 0 87 25;The rapporteur , Mr Koch , to whom we express our thanks for the work which he has done on this , has already pointed out that basically everything could have been somewhat more advanced had it not been for the inactivity on the part of the CEN , which has been very dilatory in drawing up and adapting the directive . ;226 1287 20 47 0 20 37 1337 318 1307 154 1936 61 4 231 15 711 76 460 82 124 20 76 271 1438 1073 31 3848 2046 461 113 78 3024 65 4391 442 86 77 78 61 4 10023 82 4 142 12 4 37948 20 15 76 78 372 14331 3 1976 890 53 1925 4 1156 26;The rapporteur we thanking for his work amount that has been be if not and directive are . ;226 1287 318 4921 61 706 231 169 31 76 78 8 121 77 53 1156 41 26;7.029835932477364e-44;1;3
Herr Präsident ! ;53 54 58; ;;Mr President , ;47 58 20;0.29071550979485095;1;3
Es sollte jedoch unterstrichen werden , daß solche Beschlüsse stets einen positiven Beitrag zum Umweltschutz leisten und somit die Voraussetzungen für ein Funktionieren des Binnenmarktes verbessern . ;416 694 822 867 115 14 30 866 363 3635 232 471 2044 587 1405 1961 20 4558 16 244 32 67 1127 50 2571 513 25;It is nonetheless worth emphasising that , each time we make this type of decision , it is good from a broad environmental perspective and it is beneficial because it creates better prior conditions for exploiting the possibilities of the internal market . ;27 28 3692 7026 9733 31 20 950 398 318 119 124 350 12 49 20 86 28 30 186 35 2469 933 2328 53 86 28 5119 481 86 4670 112 2023 258 61 497 4 6830 12 4 1402 1266 26;However , It should important that such have always been a contribution environmental protection and for a of the internal market improve . ;843 20 27 33 183 31 972 113 768 78 35 230 933 253 53 61 35 12 4 1402 1266 533 26;1.4393582934755018e-21;1;3
Ich möchte daher dem Berichterstatter , Herrn Koch , für seine Arbeit zu dieser Frage danken . ;107 108 1138 61 1302 14 143 0 14 32 164 223 28 82 202 448 25;This is extraordinarily positive , and there is cause to thank the rapporteur , Mr Koch , for the work he has put in on this issue . ;162 28 13563 485 20 53 672 28 3301 37 449 4 1287 20 47 0 20 61 4 231 711 76 348 3 82 124 216 26;I would like therefore rapporteur Mr , . ;117 427 118 29 1287 47 20 26;7.600661260099171e-13;1;3
Das ist auch für die Bedingungen des Binnenmarktes von Wichtigkeit . ;157 7 188 32 16 2591 50 2571 46 2479 25;This is also important where the prerequisites for the internal market are concerned . ;162 28 342 183 1042 4 5724 61 4 1402 1266 41 42 26;This is also in the internal market important . ;162 28 342 3 4 1402 1266 183 26;6.402793649956027e-09;1;1
Für einen wirklich funktionierenden gemeinsamen Verkehrsmarkt brauchen wir nicht nur Rechtsvorschriften schlechthin , sondern möglichst einheitliche Vorschriften . ;170 232 1921 8916 267 0 775 42 315 8 273 2318 14 326 1415 2629 2620 25;If we are to get a common transport market genuinely up and running , it is important that we should not only have regulations but that these regulations should also , as far as possible , apply to every country . ;324 318 41 37 1319 35 274 975 1266 8357 890 53 5845 20 86 28 183 31 318 33 77 7 113 2385 322 31 84 2385 33 342 20 21 1098 21 209 20 920 37 996 788 26;For functioning joint need we do not beings but . ;1671 2395 1532 789 318 580 77 286 322 26;3.307773173368177e-12;1;2
Die Voraussetzungen in den einzelnen Mitgliedstaaten sind sehr verschieden . ;37 244 4 33 2075 193 87 510 14370 25;In many ways , the prerequisites differ from one Member State to another . ;451 812 795 20 4 5724 4069 186 413 202 1678 37 1941 26;the requirements the Member States very different . ;4 1244 4 202 75 372 932 26;7.975078152039154e-07;1;2
Durch die Annahme dieses Antrags tragen wir der Tatsache Rechnung , daß es in den nördlichen Teilen der Union sehr kalt werden kann . ;3495 16 1410 207 4402 4205 42 5 1367 4716 14 30 27 4 33 4413 2156 5 266 510 10648 115 371 25;By approving this amendment , we take account of the fact that it can be very cold in the northern parts of the European Union . ;2501 5549 124 2123 20 318 689 2179 12 4 531 31 86 6 8 372 9839 3 4 5120 2045 12 4 193 276 26;Northern parts of the Union . ;4129 2045 12 4 276 26;6.428985331914192e-17;1;5
Herr Präsident , ich betrachte es als positiv , daß diese Regelung flexibel gestaltet werden kann und hoffe , die Kommission wird diese Änderung annehmen . ;53 54 14 210 3055 27 354 1286 14 30 127 1398 11866 3929 115 371 20 1845 14 16 219 139 127 256 2243 25;It is good that , in establishing the present regulations , we can also be flexible . I hope that the Commission is able to accept the present amendment . ;27 28 30 31 20 3 198 4 153 2385 20 318 6 342 8 2592 26 117 136 31 4 227 28 79 37 1608 4 153 2123 26;Mr President I positive that this flexible and hope Commission will adopt this . ;47 58 117 485 31 124 2592 53 136 227 125 1457 124 26;1.4969269619955651e-18;1;4
Herr Präsident , ich möchte nicht nur dem Kollegen Koch , sondern auch der Vizepräsidentin der Kommission dafür danken , daß sie sich so klar und eindeutig zur Sicherheit im Verkehrsbereich und zur Priorität der Sicherheit bekannt hat . ;53 54 14 210 108 315 8 61 57 0 14 326 188 5 4418 5 219 938 448 14 30 241 180 208 110 20 1240 222 17 73 17465 20 222 1901 5 17 1787 120 25;Mr President , I would like to thank not only Mr Koch , but also the Vice-President of the Commission for the clear and unambiguous way in which they have declared their support for safety in the transport sector and acknowledged it as a priority . ;47 58 20 117 427 118 37 449 77 7 47 0 20 322 342 4 4133 12 4 227 61 4 72 53 16489 486 3 15 108 113 6297 111 133 61 360 3 4 975 692 53 3615 86 21 35 1824 26;Mr President I would like not only but also Vice-President that clear and reference clear in with and be security known . ;47 58 117 427 118 77 7 322 342 4133 31 72 53 168 72 3 46 53 8 17 1937 26;5.204287808690496e-28;1;5
Der Kollege Koch hat seinen guten Bericht gemacht , weil im CEN und auch im Rahmen der Wirtschaftskommission der Vereinten Nationen die Arbeit nicht so expeditiv gemacht wurde . ;376 1460 0 120 197 1005 1506 1213 14 469 73 0 20 188 73 537 5 0 5 3030 1553 16 223 315 208 0 1213 412 25;The reason Mr Koch produced his sound report was because the work in the CEN and within the United Nations Economic Commission was proceeding none too expeditiously . ;226 979 47 0 1133 706 1364 1132 834 481 4 231 3 4 37948 53 561 4 74 1530 5094 227 834 6864 4264 404 34908 26;Mr has report because and , United Nations work not . ;47 76 1132 481 53 20 74 1530 231 77 26;4.016478227069949e-23;1;3
Denn es ist klar Selbst wenn wir innerhalb der Europäischen Union eine tolle Regelung treffen , der Verkehr macht nicht Halt an diesen Grenzen , er geht darüber hinaus . ;2082 27 7 110 8127 278 42 631 5 62 266 211 0 1398 1889 14 5 970 760 315 14203 113 313 18 14 700 417 1912 1913 25;For one thing is clear even if we come to an excellent arrangement within the European Union , traffic does not stop at our borders , it goes beyond them . ;1671 413 1883 28 72 976 121 318 151 37 13 2308 4107 561 4 193 276 20 3539 456 77 2336 242 154 19 20 86 665 369 161 26;is if we European Union transport of not at borders this he also . ;28 121 318 193 276 975 12 77 242 19 124 711 342 26;1.3198291114092135e-22;1;3
Herr Präsident ! Ich möchte Herrn Koch noch einmal für seine Arbeit an diesem anderen Bericht gratulieren , der in gewisser Weise die Aussprache vom Oktober über den Schienenverkehr ergänzt . ;53 54 58 107 108 143 0 613 627 32 164 223 113 137 1242 1506 2383 14 5 4 2734 799 16 262 743 3609 153 33 7497 3498 25;Mr President , I would once again like to congratulate Mr Koch on his magnificent work on this other report , which in a way supplements the debate which we held in October on rail transport . ;47 58 20 117 427 73 1301 118 37 1335 47 0 82 706 7676 231 82 124 731 1132 20 15 3 35 486 10273 4 269 15 318 2663 3 3375 82 4425 975 26;Mr President , I would like for its work another report on the traffic rail traffic . ;47 58 20 117 427 118 61 170 231 1941 1132 82 4 3539 4425 3539 26;1.8162116676960697e-20;1;1
Wir alle bedauern , daß das Europäische Komitee für Normung ( CEN ) nicht in der Lage gewesen ist , in der geforderten Zeit die notwendige Vorschriftenänderung für eine entsprechende Harmonisierung im Geltungsbereich der Europäischen Union durchzuführen . ;129 706 801 14 30 15 1801 11580 32 13447 884 0 886 315 4 5 2721 4541 7 14 4 5 3168 291 16 3658 0 32 211 1397 4567 73 5771 5 62 266 2666 25;We all regret that the European Committee for Standardisation ( CEN ) has not been able , in the required time , to carry out the amendment of the provisions necessary for the required harmonisation within the European Union . ;40 223 1620 31 4 193 1046 61 37947 900 37948 902 76 77 78 79 20 3 4 2361 398 20 37 3556 1073 4 2123 12 4 2387 299 61 4 2361 4003 561 4 193 276 26;We all that Committee for Standardisation ( ) the been able is , necessary for in European Union as . ;40 223 31 1046 61 37947 900 902 4 78 79 28 20 299 61 3 193 276 21 26;2.6420966041247783e-26;1;3
Diese Aussprache und die Änderung der gegenwärtig geltenden Richtlinie ermöglichen uns die Berücksichtigung unterschiedlicher Gegebenheiten , die Ausdruck der Vielfalt unseres Europas sind . ;1365 262 20 16 256 5 980 3357 1166 2268 285 16 2306 7738 2778 14 16 811 5 1021 358 126 87 25;This debate and the amendment of the directive currently in force allow us to incorporate differentiating elements which demonstrate the diversity of this Europe of ours . ;162 269 53 4 2123 12 4 1156 306 3 2974 459 295 37 1823 30904 919 15 4841 4 1022 12 124 135 12 3507 26;This debate and Union amendment specific directive enable between different of , that reflects of our are Europe . ;162 269 53 276 2123 428 1156 3569 201 932 12 20 31 3465 12 154 41 135 26;3.7265647271867384e-16;1;3
Zu den Worten von Herrn Swoboda über die Tätigkeit des CEN möchte ich sagen , daß wir sie drängen , ihre Arbeit maximal zu beschleunigen , denn es wäre dramatisch , wenn wir trotz der neuen Frist nach etwas mehr als einem Jahr vor den gleichen Schwierigkeiten stehen würden , weil die Arbeiten nicht zum Abschluß gebracht wurden . ;710 33 3000 46 143 8553 153 16 1790 50 0 108 210 436 14 30 42 241 3900 14 807 223 7006 28 4274 14 568 27 1510 8036 14 278 42 1366 5 1273 1507 147 558 68 354 48 105 96 33 3969 1060 792 1493 14 469 16 1353 315 587 1009 353 401 25;I would like to say , with regard to Mr Swoboda s comments on the activity of the CEN , that we are urging them to speed up their work as much as possible because it would be terrible if , despite the new deadline , we were to find ourselves after a year and a bit with the same difficulties because their work has not been concluded . ;117 427 118 37 471 20 46 345 37 47 7844 24 1334 82 4 2408 12 4 37948 20 31 318 41 9179 161 37 3999 890 111 231 21 781 21 209 481 86 427 8 3734 121 20 1293 4 416 5856 20 318 114 37 210 686 2532 35 1013 53 35 1844 46 4 962 1060 481 111 231 76 77 78 5178 26;words , from Mr Swoboda on in the I would like that we work greatest possible speed up because would be dramatic if we despite new look than year because the something work but concluded of . ;1981 20 186 47 7844 82 3 4 117 427 118 31 318 231 1017 209 3999 890 481 427 8 2838 121 318 1293 416 690 422 1013 481 4 2472 231 322 5178 12 26;2.4486168145238556e-44;1;3
Schließlich , Herr Präsident , sind bereits die Hauptprobleme dargelegt worden , die diese Änderung der Richtlinie rechtfertigen , wir sind auf die Verzögerung beim CEN , auf die Änderung einiger Vorschriften , auf die Übereinstimmung zwischen dem Wortlaut der Richtlinie und dem Inhalt der Anhänge sowie auf die Notwendigkeit einer stärkeren Präzisierung eingegangen . ;1659 14 53 54 14 87 260 16 17439 2315 432 14 16 127 256 5 1166 4930 14 42 87 9 16 5621 2356 0 14 9 16 256 177 2620 14 9 16 2238 192 61 6367 5 1166 20 61 1453 5 17210 271 9 16 1746 456 9117 12881 3776 25;Lastly , Mr President , the basic problems justifying this amendment of the directive have been pointed out . We have referred to the delay by the CEN , the amendment of certain provisions , the consistency between the text of the directive and the content of the annexes and the need to for it to be more specific . ;2384 20 47 58 20 4 1808 388 16611 124 2123 12 4 1156 113 78 1438 1073 26 40 113 130 37 4 5114 10 4 37948 20 4 2123 12 394 2387 20 4 3039 201 4 1491 12 4 1156 53 4 3057 12 4 2169 53 4 789 37 61 86 37 8 65 428 26;Finally , , Mr President , are already the main problems set described amendment directive justify we between the wording directive and content need for greater to . ;2428 20 20 47 58 20 41 271 4 521 388 115 3914 2123 1156 4566 318 201 4 1841 1156 53 3057 789 61 1034 37 26;8.525350528965041e-42;1;3
Die Aussprache ist geschlossen . ;37 262 7 1209 25;The debate is closed . ;226 269 28 1205 26;The debate is closed . ;226 269 28 1205 26;0.16310573598475483;1;2
