Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.12152516522623286;1;2
Herr Präsident ! ;53 54 58; ;;Mr President , ;47 58 20;0.42818733365505546;1;3
Es sollte jedoch unterstrichen werden , daß solche Beschlüsse stets einen positiven Beitrag zum Umweltschutz leisten und somit die Voraussetzungen für ein Funktionieren des Binnenmarktes verbessern . ;416 694 822 867 115 14 30 866 363 3635 232 471 2044 587 1405 1961 20 4558 16 244 32 67 1127 50 2571 513 25;It is nonetheless worth emphasising that , each time we make this type of decision , it is good from a broad environmental perspective and it is beneficial because it creates better prior conditions for exploiting the possibilities of the internal market . ;27 28 3692 7026 9733 31 20 950 398 318 119 124 350 12 49 20 86 28 30 186 35 2469 933 2328 53 86 28 5119 481 86 4670 112 2023 258 61 497 4 6830 12 4 1402 1266 26;However , It should that such always make decisions positive contribution environmental protection and requirements for a improve functioning internal market . ;843 20 27 33 31 972 768 119 441 485 230 933 253 53 1244 61 35 533 2395 1402 1266 26;1.045258709365673e-14;1;3
Ich möchte daher dem Berichterstatter , Herrn Koch , für seine Arbeit zu dieser Frage danken . ;107 108 1138 61 1302 14 143 0 14 32 164 223 28 82 202 448 25;This is extraordinarily positive , and there is cause to thank the rapporteur , Mr Koch , for the work he has put in on this issue . ;162 28 13563 485 20 53 672 28 3301 37 449 4 1287 20 47 0 20 61 4 231 711 76 348 3 82 124 216 26;I would like therefore rapporteur Mr , for his of thank work this . ;117 427 118 29 1287 47 20 61 706 12 449 231 124 26;4.939307039123492e-09;1;3
Für einen wirklich funktionierenden gemeinsamen Verkehrsmarkt brauchen wir nicht nur Rechtsvorschriften schlechthin , sondern möglichst einheitliche Vorschriften . ;170 232 1921 8916 267 0 775 42 315 8 273 2318 14 326 1415 2629 2620 25;If we are to get a common transport market genuinely up and running , it is important that we should not only have regulations but that these regulations should also , as far as possible , apply to every country . ;324 318 41 37 1319 35 274 975 1266 8357 890 53 5845 20 86 28 183 31 318 33 77 7 113 2385 322 31 84 2385 33 342 20 21 1098 21 209 20 920 37 996 788 26;For common we do not beings but single regulations . ;1671 274 318 580 77 286 322 1693 2385 26;4.828513338070568e-09;1;1
Herr Präsident , ich betrachte es als positiv , daß diese Regelung flexibel gestaltet werden kann und hoffe , die Kommission wird diese Änderung annehmen . ;53 54 14 210 3055 27 354 1286 14 30 127 1398 11866 3929 115 371 20 1845 14 16 219 139 127 256 2243 25;It is good that , in establishing the present regulations , we can also be flexible . I hope that the Commission is able to accept the present amendment . ;27 28 30 31 20 3 198 4 153 2385 20 318 6 342 8 2592 26 117 136 31 4 227 28 79 37 1608 4 153 2123 26;Mr President I positive that this flexible can made and hope Commission will adopt this amendment . ;47 58 117 485 31 124 2592 6 228 53 136 227 125 1457 124 2123 26;2.662515488263806e-13;1;3
Der Kollege Koch hat seinen guten Bericht gemacht , weil im CEN und auch im Rahmen der Wirtschaftskommission der Vereinten Nationen die Arbeit nicht so expeditiv gemacht wurde . ;376 1460 0 120 197 1005 1506 1213 14 469 73 0 20 188 73 537 5 0 5 3030 1553 16 223 315 208 0 1213 412 25;The reason Mr Koch produced his sound report was because the work in the CEN and within the United Nations Economic Commission was proceeding none too expeditiously . ;226 979 47 0 1133 706 1364 1132 834 481 4 231 3 4 37948 53 561 4 74 1530 5094 227 834 6864 4264 404 34908 26;The colleague its good report because and , United Nations least work was way . ;226 1436 170 30 1132 481 53 20 74 1530 2490 231 834 486 26;1.3743446968705644e-15;1;2
Herr Präsident ! Ich möchte Herrn Koch noch einmal für seine Arbeit an diesem anderen Bericht gratulieren , der in gewisser Weise die Aussprache vom Oktober über den Schienenverkehr ergänzt . ;53 54 58 107 108 143 0 613 627 32 164 223 113 137 1242 1506 2383 14 5 4 2734 799 16 262 743 3609 153 33 7497 3498 25;Mr President , I would once again like to congratulate Mr Koch on his magnificent work on this other report , which in a way supplements the debate which we held in October on rail transport . ;47 58 20 117 427 73 1301 118 37 1335 47 0 82 706 7676 231 82 124 731 1132 20 15 3 35 486 10273 4 269 15 318 2663 3 3375 82 4425 975 26;Mr President , I would like others Mr work congratulate this different report debate October on the rail transport . supplemented . ;47 58 20 117 427 118 1500 47 231 1335 124 932 1132 269 3375 82 4 4425 975 26 12093 26;1.7910742638582567e-14;1;1
Die Aussprache ist geschlossen . ;37 262 7 1209 25;The debate is closed . ;226 269 28 1205 26;The debate is closed . ;226 269 28 1205 26;0.2382204769251408;1;2
Die Abstimmung findet morgen um 12 . 00 Uhr statt . ;37 1190 900 530 390 167 25 1192 1193 934 25;The vote will take place tomorrow at 12 p . m . ;226 1181 125 689 856 1182 242 173 2747 26 1185 26;The vote will take tomorrow at 12 noon . ;226 1181 125 689 1182 242 173 4163 26;0.00046450816114772177;1;5
Koordinierung Strukturfonds/Kohäsionsfonds ;1720 0;Structural Funds - Cohesion Fund coordination ;2351 2352 638 4534 2561 1696;Coordination ;8815;0.19047619047619047;1;5
Und so erwarten auch viele Menschen in Wales , daß die Europäischen Strukturfonds ihnen bei der Überwindung einiger der gewaltigen Schwierigkeiten , mit denen wir ohne Zweifel zu kämpfen haben , hilft . ;972 208 1130 188 341 1246 4 5567 14 30 16 62 2388 150 228 5 8754 177 5 9996 1060 14 131 246 42 1482 3035 28 1762 95 14 8459 25;It is quite clear that many people within Wales are looking to the European Structural Funds programme to alleviate some of the great difficulties that we undoubtedly face . ;27 28 120 72 31 812 420 561 5134 41 1948 37 4 193 2351 2352 163 37 2785 149 12 4 320 1060 31 318 2298 1587 26;And expect also many people who Wales that the Structural Funds packhorses them some European overcome give the some immense difficulties , we without any doubts to . ;1393 645 342 812 420 287 5134 31 4 2351 2352 11602 161 149 193 90 477 4 149 296 1060 20 318 1056 452 2806 37 26;1.8136295806112044e-14;1;1
Die Armut in Wales nimmt weiter zu , wobei sie seit 1997 besonders stark ansteigt . ;37 2764 4 5567 1073 1551 28 14 1946 241 872 615 525 2719 16890 25;We have seen poverty growing in Wales and growing still further since 1997 . ;40 113 2406 2564 3889 3 5134 53 3889 639 2180 107 634 26;The poverty in Wales is increasing to intensify 1997 . ;226 2564 3 5134 28 1190 37 6256 634 26;4.731627055512577e-07;1;3
Wir erhoffen uns daher vom Strukturfondsprogramm nicht nur eine wirtschaftliche Umstrukturierung , sondern eine weitreichendere Verbesserung der wirtschaftlichen Basis des Landesteils . ;129 17610 285 1138 743 0 315 8 211 3675 4042 14 326 211 0 2796 5 1221 5982 50 0 25;We are looking , therefore , within the Structural Funds programme not just to see industrial restructuring but also to see a wider improvement in the whole of the economic base within the Principality . ;40 41 1948 20 29 20 561 4 2351 2352 163 77 340 37 1351 4684 3291 322 342 37 1351 35 2993 1309 3 4 567 12 4 623 749 561 4 33416 26;We hope do not by restructuring only economic but to improve of economic basis of . ;40 136 580 77 10 3291 7 623 322 37 533 12 623 264 12 26;2.47440677428195e-11;1;3
Wir erwarten von der Kommission , daß es einen ergänzenden Finanzierungsanteil für die Vorhaben gibt . ;129 1130 46 5 219 14 30 27 232 4227 0 32 16 4363 1385 25;We look to the Commission also to ensure that there is matched funding for projects . ;40 690 37 4 227 342 37 770 31 672 28 13875 1702 61 1740 26;We expect Commission that complementary for . ;40 645 227 31 3941 61 26;7.420327407885995e-08;1;3
Schließlich bitten wir die Kommission , für mehr Transparenz bei der Ausgabe von Strukturfondsgeldern zu sorgen . ;1659 5535 42 16 219 14 32 68 462 228 5 9606 46 0 28 1004 25;Finally , we ask that the Commission ensures that Structural Fund monies are spent in a way which is transparent . ;2428 20 318 708 31 4 227 5379 31 2351 2561 3121 41 2396 3 35 486 15 28 2837 26;Finally , ask the Commission , greater transparency in of ensure . ;2428 20 708 4 227 20 1034 472 3 12 770 26;1.4809617325728427e-07;1;2
Herr Präsident ! Unser Ausschuß erörtert die vorliegenden Fragen aus vielen unterschiedlichen Blickwinkeln . ;53 54 58 816 1052 961 16 2104 442 181 2094 1905 0 25;Mr President , our committee views these issues very differently and , to start , I will speak from the point of view of research . ;47 58 20 154 147 155 84 940 372 3155 53 20 37 1004 20 117 125 1640 186 4 1089 12 277 12 1979 26;Mr President , our committee rightly discusses the issues available ;47 58 20 154 147 1922 11346 4 940 2103;2.826835743677024e-06;2;3
Das wird durch staatliche Maßnahmen ermöglicht , und eine solche Dezentralisation der höheren Ausbildung ist nachgerade eine sinnvolle Politik für eine ausgeglichene Entwicklung . ;157 139 189 1756 179 2905 14 20 211 866 0 5 2945 1879 7 13628 211 6662 322 32 211 15253 190 25;This will be possible with action on the part of governments , and such decentralisation of higher education will be an unquestionably useful policy in evening out development . ;162 125 8 209 46 188 82 4 142 12 2321 20 53 972 6174 12 1897 2956 125 8 13 18090 3289 552 3 3867 1073 569 26;Instead This possible by measures and the education is ;947 162 209 10 644 53 4 2956 28;5.984703645356081e-13;2;1
Diese Tatsache hat der federführende Ausschuß meines Erachtens in seinem Bericht nicht ausreichend berücksichtigt , so daß ich die Kommission im Namen des Industrieausschusses darauf hinweisen möchte . ;1365 1367 120 5 0 1052 645 517 4 1161 1506 315 4169 1103 14 208 30 210 16 219 73 1676 50 0 561 1249 108 25;In my opinion the committee drafting the report has not taken sufficient account of this , so on behalf of the Committee on Industry , External Trade , Research and Energy , I would draw the Commission s attention to this issue . ;451 844 492 4 147 1893 4 1132 76 77 855 1758 2179 12 124 20 1097 82 1641 12 4 1046 82 4853 20 4854 1916 20 1258 53 4829 20 117 427 409 4 227 24 410 37 124 216 26;This fact has the think committee not enough my his report I Commission taken into account on behalf of the are point out . ;162 531 76 4 377 147 77 2917 844 706 1132 117 227 855 847 2179 82 1641 12 4 41 1089 1073 26;3.740766248633695e-20;1;2
Ich möchte Ihre Aufmerksamkeit auf die Änderungsanträge 1 und 2 lenken , die vom Ausschuß für Beschäftigung und soziale Angelegenheiten vorgelegt , jedoch vom Ausschuß für Regionalpolitik , Verkehr und Fremdenverkehr abgelehnt wurden . ;107 108 1890 1018 9 16 1325 1188 20 1700 9340 14 16 743 1052 32 2367 20 2395 3320 2458 14 822 743 1052 32 1678 14 970 20 971 4763 401 25;I would like to draw people s attention to Amendments Nos 1 and 2 which were agreed by the Committee on Employment and Social Affairs but not accepted by the Committee on Regional Policy , Transport and Tourism . ;117 427 118 37 409 420 24 410 37 2145 2146 1180 53 1674 15 114 2715 10 4 1046 82 1700 53 4319 1048 322 77 1304 10 4 1046 82 1653 1654 20 1655 53 1656 26;I would like draw your attention amendments 1 and 2 but Committee on rejected by Transport by the Employment Social on Committee and Affairs Tourism ;117 427 118 409 1234 410 1302 1180 53 1674 322 1046 82 828 10 1655 10 4 1700 4319 82 1046 53 1048 1656;9.628837965112427e-18;2;3
Die genannten Änderungsanträge decken sich mit der vom Parlament vertretenen Ansicht , daß die soziale Ausgrenzung ein ernstes Problem darstellt , das konstruktive Maßnahmen erfordert . ;37 3092 1325 15682 180 131 5 743 63 5569 480 14 30 16 2395 4287 67 2965 116 4178 14 15 4757 179 5122 25;These amendments also fit in with this Parliament s view that social exclusion is a serious issue needing constructive action . ;1471 1302 342 5299 3 46 124 64 24 277 31 2253 4008 28 35 860 216 13764 3839 188 26;The above amendments and problem the Parliament social exclusion serious requires constructive measures . ;226 3862 1302 53 123 4 64 2253 4008 860 1066 3839 644 26;2.7327815212181085e-10;1;3
Die Vorschläge der Kommission beziehen sich auf die vier Pfeiler der Beschäftigungsstrategie und die fünf Aktionsbereiche des Europäischen Sozialfonds . ;37 238 5 219 8405 180 9 16 712 3172 5 5152 20 16 384 0 50 62 15257 25;The Commission proposals refer to the four pillars of employment strategy and the five fields of action of the European Social Fund . ;226 227 248 437 37 4 721 5212 12 1150 1272 53 4 396 3314 12 188 12 4 193 4319 2561 26;The proposals Commission the four pillar of the ;226 248 227 4 721 2920 12 4;4.597078746255656e-09;3;1
Die Folgen lassen nicht auf sich warten . ;37 2344 680 315 9 180 391 25;The consequences do not inspire hope . ;226 2214 580 77 10153 136 26;The not consequences . ;226 77 2214 26;6.53856162835696e-05;1;2
Diese fehlende Infrastruktur ist wiederum ein Hindernis für die Ansiedlung von Unternehmen und die Schaffung von Arbeitsplätzen . ;1365 10286 3840 7 4283 67 5335 32 16 0 46 1760 20 16 234 46 2954 25;This lack of infrastructure is also an obstacle to the establishment of companies and the creation of jobs . ;162 2520 12 2333 28 342 13 4918 37 4 325 12 1434 53 4 3127 12 2740 26;This lack of infrastructure is , a barrier for of companies and of jobs . ;162 2520 12 2333 28 20 35 12938 61 12 1434 53 12 2740 26;4.437839890966443e-10;1;1
Darüber hinaus sind drei Viertel unserer Landwirte Nebenerwerbslandwirte und auf zusätzliche Einkommensquellen angewiesen . ;737 1913 87 1112 2181 422 1881 0 20 9 3309 13193 4652 25;Furthermore , three quarters of our farm workers are part-time and require supplements to their incomes . ;637 20 1107 10242 12 154 9564 1505 41 3876 53 408 10273 37 111 2073 26;Furthermore , three quarter our farmers and additional sources need income . ;637 20 1107 5712 154 1817 53 4240 1274 789 4407 26;1.1593551748087004e-06;1;1
Herr Präsident , Herr Kommissar , liebe Kolleginnen und Kollegen ! Ich möchte meinen Redebeitrag mit einem Dank an Frau Schroedter , der Berichterstatterin , für die geleistete Arbeit einleiten . ;53 54 14 53 1177 14 1178 56 20 57 58 107 108 1321 10641 131 48 925 113 617 10198 14 5 3326 14 32 16 4456 223 245 25;Mr President , Commissioner , I would like to begin by thanking Mrs Schroedter , the rapporteur , for her work . ;47 58 20 1168 20 117 427 118 37 824 10 4921 2185 9401 20 4 1287 20 61 356 231 26;Mr President Mr Commissioner , ladies and gentlemen I would like my speech with thanking Mrs Schroedter , of the rapporteur , work . ;47 58 47 1168 20 1169 53 1170 117 427 118 844 2827 46 4921 2185 9401 20 12 4 1287 20 231 26;2.7840182981255447e-13;1;3
Ich meine , es ist eine sehr gute Arbeit . ;107 836 14 27 7 211 510 2066 223 25;I think that this work has been carried out extremely well . ;117 377 31 124 231 76 78 2165 1073 475 22 26;I think is a very good work . ;117 377 28 35 372 30 231 26;0.0005250101935908869;1;1
Wir sind indes der Ansicht und das spiegelt sich auch wörtlich in den Schlußfolgerungen wider , daß die Kommission die Beschlüsse dieses Parlaments in Betracht ziehen muß , vor allem im Hinblick auf die Halbzeitbewertung dieser Leitlinien . ;129 87 11485 5 480 20 15 3419 180 188 12342 4 33 1194 3420 14 30 16 219 16 363 207 572 4 4496 3640 334 14 96 295 73 1404 9 16 8162 82 1683 25;The truth of the matter though is that we believe - and this is also shown in the way the conclusions have been drafted - that the Commission must take account of what is adopted by this Parliament , particularly in the face of an interim revision of these directives . ;226 2471 12 4 1077 1263 28 31 318 208 638 53 124 28 342 852 3 4 486 4 5309 113 78 3626 638 31 4 227 347 689 2179 12 467 28 1376 10 124 64 20 480 3 4 1587 12 13 4708 5131 12 84 1432 26;We are and is is reflected too Commission quote this Parliament in mid-term review , in of these guidelines . ;40 41 53 28 28 3177 404 227 1146 124 64 3 7549 3665 20 3 12 84 1659 26;9.298969834317872e-24;1;4
Meine Fraktion hat umfangreiche Änderungsvorschläge für beide heute zur Debatte stehenden Berichte erarbeitet . ;1741 1011 120 3997 2655 32 2769 64 222 619 4156 5125 3895 25;My Group has made extensive amendments to both reports up for debate today . ;1933 234 76 228 4348 1302 37 593 4386 890 61 269 815 26;My group has proposed of amendments for reports today both . ;1933 596 76 393 12 1302 61 4386 815 593 26;2.6695523408397435e-05;1;3
Ich meine , wir sollten uns auf die zentrale Rolle der Leitlinien konzentrieren . ;107 836 14 42 1614 285 9 16 4333 1269 5 1683 1550 25;I want to focus our minds on the essential role of the guidelines . ;117 738 37 1965 154 891 82 4 1259 157 12 4 1659 26;I think we should central the guidelines . ;117 377 318 33 2367 4 1659 26;1.3317505156027024e-05;1;3
Das ist angesichts von Medienberichten , denen zufolge Europa bei den zukunftsträchtigen High-Tech-Wachstumsbranchen gegenüber den USA immer mehr an Boden verliert , ganz besonders wichtig . ;157 7 1600 46 0 14 246 2461 365 228 33 0 0 136 33 6689 671 68 113 5076 5290 14 109 525 1047 25;It is particularly important in the light of reports in the media that Europe is rapidly losing ground to the US in the hi-tech growth industries of the future . ;27 28 480 183 3 4 2646 12 4386 3 4 2241 31 135 28 5682 4867 1904 37 4 6249 3 4 26589 2737 3399 12 4 959 26;This is of , which we have according to Europe losing ground the United States ;162 28 12 20 15 318 113 617 37 135 4867 1904 4 74 75;1.981611486004498e-14;2;1
Die Durchführung der letzten Programmrunde ist auch insofern sehr lehrreich , als daß sie verdeutlicht , worum es bei den Leitlinien nicht gehen sollte . ;37 165 5 1092 0 7 188 6937 510 0 14 354 30 241 2968 14 1122 27 228 33 1683 315 692 694 25;The operation of the previous round of programmes is also very instructive in telling us what guidelines should not be about . ;226 1119 12 4 1831 1261 12 1325 28 342 372 24905 3 10055 295 467 1659 33 77 8 339 26;The last also very that what the should guidelines . ;226 1416 342 372 31 467 4 33 1659 26;1.5672044966738292e-11;1;2
Der Erfolg dieser Leitlinien wird daran zu messen sein , ob es der EU-Regionalpolitik , gestützt auf gute , solide und umsetzbare Leitlinien , gelingt , neue Möglichkeiten zu erschließen und dafür zu sogen , daß unsere armen und strukturschwachen Regionen einen umfassenden Beitrag zu Wachstum und Wohlstand in der EU leisten können . ;376 999 82 1683 139 941 28 6205 1035 14 1469 27 5 0 14 15274 9 2066 14 4080 20 0 1683 14 2838 14 402 1740 28 9649 20 938 28 0 14 30 151 943 20 0 1692 232 4031 2044 28 2948 20 351 4 5 31 1961 311 25;This is how we are going to judge the success of these guidelines whether EU regional policy with a good , solid , enabling guideline , can open up new opportunities and allow our poor and structurally weak regions to play their full part in contributing to the growth and prosperity of the EU . ;162 28 431 318 41 2335 37 1969 4 997 12 84 1659 1142 32 1276 552 46 35 30 20 4139 20 8862 12198 20 6 1068 890 416 1830 53 459 154 954 53 19611 2235 1723 37 656 111 1092 142 3 7107 37 4 2737 53 368 12 4 32 26;The success of this guidelines will whether , sound and guidelines and new that our poor and regions make a comprehensive contribution growth and prosperity in the EU . ;226 997 12 124 1659 125 1142 20 1364 53 1659 53 416 31 154 954 53 1723 119 35 478 230 2737 53 368 3 4 32 26;2.6122402204488704e-22;1;2
Herr Präsident ! ;53 54 58; ;;Mr President , ;47 58 20;0.42818733365505546;1;3
Herr Kommissar ! ;53 1177 58; ;;Commissioner Mr , ;1168 47 20;0.27958431603773587;1;3
In dieser Phase müssen wir uns darauf konzentrieren , wie mit diesem Prozeß die Regionalpolitik der Union gelenkt werden kann , und zwar im Hinblick auf die Zielsetzung , die regionalen Unterschiede abzubauen . ;437 82 1862 317 42 285 561 1550 14 420 131 137 2172 16 1678 5 266 16959 115 371 14 20 843 73 1404 9 16 3212 14 16 3183 2581 6580 25;At this stage it is more important to concentrate on assessing how we can use this process to steer Union regional policy , bearing in mind that the aim is to reduce regional inequality . ;127 124 1389 86 28 65 183 37 3423 82 6394 431 318 6 705 124 214 37 14887 276 1276 552 20 3585 3 821 31 4 535 28 37 2701 1276 2755 26;In this stage must concentrate on regional policy Union this process Protection Mechanism and target , the regional differences . ;451 124 1389 347 3423 82 1276 552 276 124 214 3428 9687 53 4084 20 4 1276 2415 26;3.61857306927285e-15;1;3
Unsere Fraktion unterstreicht das Subsidiaritätsprinzip , die Verantwortung der Mitgliedstaaten und die Rolle der regionalen Partner bei der Erarbeitung und Umsetzung der Programme . ;4951 1011 1974 15 458 14 16 2816 5 193 20 16 1269 5 3183 10195 228 5 4820 20 52 5 1342 25;Our Group emphasises the importance of the principle of subsidiarity , the responsibility of Member States and the role of local players in drafting and implementing programmes . It is especially important to get SMEs involved in the planning and implementation of programmes . ;833 234 1236 4 549 12 4 463 12 464 20 4 2611 12 202 75 53 4 157 12 1724 2583 3 1893 53 440 1325 26 27 28 944 183 37 1319 8226 225 3 4 1832 53 171 12 1325 26;Our group the principle of subsidiarity take responsibility Member States and role regional partners in drafting and ;833 596 4 463 12 464 689 2611 202 75 53 157 1276 2702 3 1893 53;1.3209587444942718e-10;2;2
Für äußerst wichtig erachten wir , die kleinen und mittleren Unternehmen in die Planung und Durchführung der Programme einzubeziehen . ;170 1147 1047 6974 42 14 16 1016 20 5751 1760 4 16 11613 20 165 5 1342 3131 25;Our Group also considers it important to take greater account of remote and peripheral areas and wishes to increase interaction between towns and rural areas . ;833 234 342 5375 86 183 37 689 1034 2179 12 5370 53 3810 425 53 1639 37 650 12023 201 1731 53 1760 425 26;For very important we small and medium-sized enterprises in planning and implementation into programmes . ;1671 372 183 318 1021 53 5295 2083 3 1832 53 171 847 1325 26;1.7267864157967752e-09;1;3
Das war für uns neue Mitglieder das erste Mal , und ich sehe darin einen äußerst interessanten Prozeß . ;157 818 32 285 402 1117 15 449 1310 14 20 210 3056 650 232 1147 9392 2172 25;For us new members , it was the first time , and this was a very interesting process . ;1671 295 416 150 20 86 834 4 457 398 20 53 124 834 35 372 6812 214 26;This was Members first time the and us new I see that a very interesting step-by-step process . ;162 834 445 457 398 4 53 295 416 117 1351 31 35 372 6812 15500 214 26;2.6683312921060512e-09;1;1
Unsere Fraktion hält diesen Bericht für sehr gut und befürwortet ihn . ;4951 1011 2554 313 1506 32 510 2210 20 11146 2384 25;This report is very good and our Group supports it . ;162 1132 28 372 30 53 154 234 2813 86 26;Our group these report very good and to it . ;833 596 84 1132 372 30 53 37 86 26;4.2513936120041685e-07;1;2
Herr Präsident ! Wir sollten nicht vergessen , daß das wichtigste strategische Ziel der Struktur- und Kohäsionsfonds und ihrer Koordinierung in der Erreichung des wirtschaftlichen und sozialen Zusammenhalts liegt . ;53 54 58 129 1614 315 1283 14 30 15 2252 7732 1502 5 17679 20 4874 20 93 1720 4 5 3643 50 1221 20 2690 9089 644 25;Mr President , we should not forget that the main , strategic objective of the Structural and Cohesion Funds and of their coordination is to achieve economic and social cohesion . ;47 58 20 318 33 77 1820 31 4 521 20 1890 392 12 4 2351 53 4534 2352 53 12 111 1696 28 37 646 623 53 2253 1786 26;Mr President , we should not forget that the most important strategic objective Cohesion Structural Cohesion Funds and its coordinating of the economic and social cohesion . ;47 58 20 318 33 77 1820 31 4 304 183 1890 392 4534 2351 4534 2352 53 170 6609 12 4 623 53 2253 1786 26;1.205110785616385e-16;1;3
Es ist unsere Pflicht , an der Erarbeitung der Leitlinien und auch an der Evaluierung der Ergebnisse mitzuwirken . ;416 7 151 3343 14 113 5 4820 5 1683 20 188 113 5 2794 5 1536 8206 25;We are obliged to participate in drafting directives and also in assessing their results . ;40 41 6832 37 5504 3 1893 1432 53 342 3 6394 111 1600 26;It is duty our , the drafting guidelines and the results to evaluation . ;27 28 3093 154 20 4 1893 1659 53 4 1600 37 5112 26;1.2838729528196829e-09;1;3
Denn wir sind die Vertreter der Bürger im Europa der Bürger und nicht nur in einem Europa der Staaten und der Regionen . ;2082 42 87 16 855 5 312 73 365 5 312 20 315 8 4 48 365 5 78 20 5 1692 25;We are obliged to do so because we are the representatives of the citizens in a Europe of Citizens and not just in a Europe of States and of Regions . ;40 41 6832 37 580 1097 481 318 41 4 802 12 4 333 3 35 135 12 3066 53 77 340 3 35 135 12 75 53 12 7842 26;has citizens representatives citizens Europe and not countries but Europe and regions . ;76 333 802 333 135 53 77 715 322 135 53 1723 26;7.662294490052338e-14;1;4
Einige Kollegen haben bereits über die Arbeitslosigkeit und den Bevölkerungsrückgang gesprochen . ;1407 57 95 260 153 16 1983 20 33 0 411 25;Some speakers have already mentioned unemployment and the fall in population . ;2503 4941 113 271 546 1896 53 4 1519 3 2804 26;Some Members already unemployment and . ;2503 445 271 1896 53 26;7.742286203362146e-07;1;3
Dies zwingt das Europäische Parlament , den Herrn Kommissar und die Kommission zu entschlossenem strategischen Handeln . ;1045 7332 15 1801 63 14 33 143 1177 20 16 219 28 0 2068 3152 25;This fact means that the European Parliament , the Commissioner and the Commission must act decisively and strategically . ;162 531 11 31 4 193 64 20 4 1168 53 4 227 347 34 12030 53 3788 26;This European Commissioner forced Parliament and Commission strategic . ;162 193 1168 4552 64 53 227 1890 26;1.0252881763272514e-08;1;2
Aber ich glaube nicht , daß der Bericht zu spät kommt . ;1559 210 209 315 14 30 5 1506 28 5426 1078 25;I do not think , however , that this report has come too late . ;117 580 77 377 20 693 20 31 124 1132 76 151 404 2664 26;But I believe not that the report late . ;1846 117 208 77 31 4 1132 2664 26;2.0633563897703177e-06;1;3
Es ist notwendig , die Programme der unterschiedlichen Ziele zu koordinieren . Wir alle sind uns einig in der Forderung , daß dem Parlament nach der Hälfte der Durchführungszeit dieser Programme , wenn die Bewertung der Leitlinien vorgenommen wird , eine Hauptrolle zukommt , denn wir sind die Vertreter der Bürger . ;416 7 1853 14 16 1342 5 1905 1136 28 8388 25 129 706 87 285 2930 4 5 2166 14 30 61 63 147 5 3100 5 0 82 1342 14 278 16 3314 5 1683 3820 139 14 211 0 5698 14 568 42 87 16 855 5 312 25;We all agree that we should ask that , halfway through these programmes , when the assessment of the directives is made , Parliament should be given an equally influential role on the grounds that we are the citizens representatives . ;40 223 583 31 318 33 708 31 20 6553 751 84 1325 20 363 4 1040 12 4 1432 28 228 20 64 33 8 1101 13 3624 15808 157 82 4 503 31 318 41 4 333 802 26;It is necessary programmes of the differing objectives . we all half agree Parliament these programmes if the guidelines out evaluation will the a because we the representatives . ;27 28 299 1325 12 4 3792 1473 26 318 223 2853 583 64 84 1325 121 4 1659 1073 5112 125 4 35 481 318 4 802 26;7.409855297024801e-27;1;4
Das fordern wir heute vom Herrn Kommissar . ;157 2692 42 64 743 143 1177 25;This is what we are today asking the Commissioner for . ;162 28 467 318 41 815 963 4 1168 61 26;This call Commissioner today . ;162 1957 1168 815 26;8.968943809115328e-05;1;5
Auch wenn die Erneuerung unserer Städte sehr wichtig ist , müssen wir in unserer Politik stets auf ein ausgewogenes Verhältnis zwischen der Förderung der ländlichen Entwicklung und der Verbesserung der Lebensbedingungen der Stadtbewohner achten . ;892 278 16 2397 422 1737 510 1047 7 14 317 42 4 422 322 3635 9 67 9007 5377 192 5 1687 5 1841 190 20 5 2796 5 4487 5 0 754 25;While urban renewal in our cities is very important we must always strike a balance in our policies between promoting rural development and improving the lives of city dwellers . ;3280 2084 2261 3 154 1710 28 372 183 318 347 768 5227 35 1096 3 154 336 201 1784 1760 569 53 259 4 3250 12 2381 37333 26;If the of our cities important we must our policy a balanced relationship between the promoting rural development and living conditions respect improving . ;324 4 12 154 1710 183 318 347 154 552 35 1662 2681 201 4 1784 1760 569 53 498 258 1032 259 26;1.0223114623503089e-15;1;3
Es kann uns nicht darum gehen , allein ein Europa der Städte zu errichten . ;416 371 285 315 419 692 14 1791 67 365 5 1737 28 2627 25;We do not want to build a Europe of cities alone . ;40 580 77 738 37 2486 35 135 12 1710 1144 26;It not a Europe of cities . ;27 77 35 135 12 1710 26;1.7639235940398568e-07;1;2
Vielleicht wird sie dadurch ermutigt , in diese Richtung weiterzuarbeiten , auf jeden Fall möchte ich ihr aber meine Glückwünsche aussprechen . ;560 139 241 723 3054 14 4 127 2900 0 14 9 689 908 108 210 1401 383 836 6212 5607 25;Whether or not this will encourage her to continue along the same path , I cannot say . Nevertheless , I would like to commend her on her work . ;8630 66 77 124 125 220 356 37 268 7259 4 962 4338 20 117 684 471 26 4144 20 117 427 118 37 5553 356 82 356 231 26;I Perhaps direction and my her congratulations . ;117 5775 2690 53 844 356 5699 26;3.08499753725482e-11;1;3
