Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of session ;8645 12 1607;0.2786046511627907;1;1
Wir Sozialdemokraten lehnen diese liberale Verklärung ab . ;129 7618 11031 127 7551 0 922 25;We Socialists reject the liberals na ve optimism on this point . ;40 4925 5542 4 16675 4608 4609 7053 82 124 1089 26;We Social Democrats ;40 4319 787;0.0005449007903061205;3;4
Wir wollen eine echte Wettbewerbskultur in Europa . ;129 90 211 2774 0 4 365 25;We want a true culture of competition in Europe . ;40 738 35 87 435 12 1876 3 135 26;We want a real in Europe . ;40 738 35 1982 3 135 26;0.00046263601927993333;1;3
Ihnen , Herr Kommissar Monti , danke ich für die ausgezeichnete Zusammenarbeit , gleichzeitig möchte ich darauf hinweisen , daß Ihnen gerade zur Jahrtausendwende eine besonders wichtige Funktion zukommt , denn Sie müssen die Fehler der nationalen Regierungen ausbügeln , die in bezug auf die Wettbewerbspolitik große Visionen haben . ;445 14 53 1177 3758 14 3156 210 32 16 2450 191 14 593 108 210 561 1249 14 30 445 649 222 0 211 525 1181 4362 5698 14 568 394 317 16 7310 5 300 2470 0 14 16 4 237 9 16 7625 580 7758 95 25;I want to thank you , Commissioner Monti , for your outstanding cooperation and I want to tell you that , as we enter the new millennium , you have an especially important role . It is your job to tidy up the mess left by national governments . ;117 738 37 449 448 20 1168 3513 20 61 1234 2427 197 53 117 738 37 1751 448 31 20 21 318 2893 4 416 7152 20 448 113 13 944 183 157 26 27 28 1234 1963 37 27876 890 4 14576 1409 10 316 2321 26;They , Mr Commissioner Monti , I wish to thank for excellent cooperation to at I same time I would just briefly like point out that you role a particularly important because you must the mistakes national governments competition policy a great visions . ;851 20 47 1168 3513 20 117 92 37 449 61 2308 197 37 242 117 962 398 117 427 340 6707 118 1089 1073 31 448 157 35 480 183 481 448 347 4 8025 316 2321 1876 552 35 320 7126 26;3.1626140548788363e-23;1;4
Wir haben den Fall Holzmann . Dieses Unternehmen erhält von der deutschen Regierung umfangreiche Beihilfen , ebenso Sägewerke in Ostdeutschland , und nicht zuletzt sind die Beihilfen für die Schiffswerften zu nennen . ;129 95 33 908 0 25 1501 1760 4307 46 5 3774 1087 3997 2613 14 44 0 4 0 14 20 315 898 87 16 2613 32 16 0 28 4726 25;Let me mention the latest examples we have seen Holzmann , a company which receives considerable aid from the German Government sawmills in former East Germany and , especially , aid to shipyards . ;334 766 1486 4 7350 2433 318 113 2406 0 20 35 3312 15 9460 1558 1207 186 4 1428 1082 0 3 2967 71 6071 53 20 944 20 1207 37 14193 26;We have . company German Government aid and not , are the for . ;40 113 26 3312 1428 1082 1207 53 77 20 41 4 61 26;2.6137704189553812e-14;1;4
Diese Vorschläge führen unserer Ansicht nach zu Transparenz und Offenheit , die für das Funktionieren des Binnenmarktes sehr wichtig sind . ;1365 238 269 422 480 147 28 462 20 1033 14 16 32 15 1127 50 2571 510 1047 87 25;These are amendments which we believe will lead to transparency and openness , which is very important with a view to making the internal market work . ;1471 41 1302 15 318 208 125 981 37 472 53 8181 20 15 28 372 183 46 35 277 37 998 4 1402 1266 231 26;This proposals believe we to transparency and openness , the are functioning internal market important . ;162 248 208 318 37 472 53 8181 20 4 41 2395 1402 1266 183 26;1.2405245076314663e-10;1;3
Ich möchte die Gelegenheit nutzen und mich bei meinen Kollegen im Ausschuß für ihre Unterstützung der Vorschläge der Liberalen Fraktion bedanken . ;107 108 16 141 2618 20 1290 228 1321 57 73 1052 32 807 125 5 238 5 1592 1011 5238 25;I should like to take this opportunity to thank my colleagues on the committee for supporting the amendments tabled by the Group of the European Liberal , Democrat and Reform Party . ;117 33 118 37 689 124 688 37 449 844 1997 82 4 147 61 1270 4 1302 63 10 4 234 12 4 193 2743 20 3330 53 3331 827 26;I would like the opportunity to and my Committee on support of proposals Liberal Group . ;117 427 118 4 688 37 53 844 1046 82 133 12 248 2743 234 26;8.591359128549553e-12;1;2
Zur Zeit gibt es keine gemeinsamen Vorschriften in diesem Bereich , und wir fordern die Kommission nachdrücklich auf , für die Harmonisierung der Vorschriften zur Rückzahlung zu sorgen . ;3836 291 1385 27 80 267 2620 4 137 155 14 20 42 2692 16 219 4457 9 14 32 16 4567 5 2620 222 16814 28 1004 25;At present , there are no common rules in this area , and we vigorously urge the Commission to make a point of harmonising the rules on repayment . ;127 153 20 672 41 740 274 1905 3 124 160 20 53 318 9565 4164 4 227 37 119 35 1089 12 12575 4 1905 82 3768 26;Time no single regulations in this area and we Commission demand harmonisation the ;4799 740 1693 2385 3 124 160 53 318 227 2915 4003 4;2.062574834502686e-17;2;2
Das ist der richtige Weg , um gleichartige Wettbewerbsbedingungen zu schaffen . ;157 7 5 5457 1037 14 390 0 8622 28 2299 25;This is the way forward if we are to ensure uniform conditions of competition . ;162 28 4 486 1885 121 318 41 37 770 6144 258 12 1876 26;The is right , . ;226 28 871 20 26;4.025123896428182e-06;1;2
Wir schlagen ferner , wie von einigen Kollegen bereits erwähnt , ein Register und auch eine Anzeigetafel vor , aus der ersichtlich ist , welches Niveau die Länder bezüglich der staatlichen Beihilfen aufweisen . ;129 6403 6590 14 420 46 534 57 260 1722 14 67 9224 20 188 211 0 96 14 181 5 3935 7 14 2452 4235 16 1527 2240 5 6616 2613 4100 25;Finally , we propose keeping both a register , as mentioned by a number of my fellow MEPs , and also a scoreboard showing where the Member States at present stand with regard to state aid . ;2428 20 318 2879 3479 593 35 11522 20 21 546 10 35 868 12 844 1960 1526 20 53 342 35 7756 371 1042 4 202 75 242 153 2005 46 345 37 39 1207 26;We also propose some have an and a which in level has countries state aid . ;40 342 2879 149 113 13 53 35 15 3 648 76 715 39 1207 26;2.3600107756563776e-21;1;3
Abschließend begrüße ich den XXVIII . Wettbewerbsbericht der Kommission , der wie schon frühere Berichte gut gelungen ist . ;1949 509 210 33 0 25 0 5 219 14 5 420 2047 12295 5125 2210 1332 7 25;To conclude , I want to welcome the Commission s XVIIIth Report on Competition Policy , on which , once again , a good deal of work has been done . ;1262 1866 20 117 738 37 530 4 227 24 0 1650 82 14799 1654 20 82 15 20 73 1301 20 35 30 321 12 231 76 78 460 26;Finally , welcome . of the Commission are good previous reports . ;2428 20 530 26 12 4 227 41 30 1831 4386 26;1.1965341378309327e-08;1;3
Herr Präsident , Herr Kommissar , wir haben ganz einfach zwei Fragen zu beantworten . ;53 54 14 53 1177 14 42 95 109 1717 372 442 28 468 25;Mr President , Commissioner , there are just two questions which must be answered . ;47 58 20 1168 20 672 41 340 386 312 15 347 8 7066 26;Mr President , Mr Commissioner , we simply answer two questions . ;47 58 20 47 1168 20 318 1836 479 386 312 26;1.2806829926268332e-06;1;2
Wir sehen darin zwar eine gewisse Gefahr , werden aber trotzdem dafür stimmen , denn wir sehen ein , daß die Kommission nicht alles machen kann . ;129 504 650 843 211 8006 1606 14 115 383 5498 938 2276 14 568 42 504 67 14 30 16 219 315 406 397 371 25;We feel this is relatively dangerous , but all the same we shall vote in favour of it because we recognise that the Commission cannot do everything . ;40 853 124 28 5619 1453 20 322 223 4 962 318 331 1181 3 1015 12 86 481 318 2485 31 4 227 684 580 2046 26;We a certain threat but will because we see a that the Commission make not . ;40 35 394 1588 322 125 481 318 1351 35 31 4 227 119 77 26;1.0957628095982251e-12;1;4
Herr Präsident , wieder einmal debattieren wir über die Wettbewerbspolitik der Europäischen Union . ;53 54 14 91 627 837 42 153 16 7625 5 62 266 25;Mr President , once again we are debating the European Union s competition policy . ;47 58 20 73 1301 318 41 859 4 193 276 24 1876 552 26;Mr President and debating competition policy ;47 58 53 859 1876 552;2.1682722194106e-07;3;1
Sollten wir nicht eigentlich eher darüber diskutieren ? ;5356 42 315 695 987 1912 739 554;Should we not be discussing this issue ? ;1892 318 77 8 5904 124 216 577;If we not discussing rather ? ;324 318 77 5904 1176 577;0.0001883039248134239;1;2
Ob wir uns wohl irgendwann auch einmal damit befassen ? ;7445 42 285 784 1234 188 627 1232 1425 554;When will we debate that ? ;660 125 318 269 31 577;Whether we at some point addressed ? ;8630 318 242 149 1089 3573 577;9.232699666610872e-05;1;2
Andererseits führt der Abbau Hunderttausender von Arbeitsplätzen zu einem explosionsartigen Anstieg der Arbeitslosigkeit . ;5539 1573 5 2912 0 46 2954 28 48 0 7595 5 1983 25;At the same time , unemployment is spiralling as a result of the loss of hundreds of thousands of jobs . ;127 4 962 398 20 1896 28 22149 21 35 1291 12 4 9525 12 4021 12 3746 12 2740 26;On the other hand number jobs of the unemployment . ;1906 4 731 728 868 2740 12 4 1896 26;2.1132108561554993e-08;1;2
Die Arbeitnehmer sehen sich dem bislang massivsten Angriff auf ihre tarifvertraglichen und sozialen Rechte ausgesetzt . ;37 1162 504 180 61 405 0 4364 9 807 0 20 2690 1582 5440 25;Workers are facing a massive attack on their employment and social rights . ;14905 41 1159 35 5690 7297 82 111 1150 53 2253 1019 26;The workers hitherto attack their ;226 1505 2566 7297 111;1.2232102297268287e-08;2;2
Was schließlich die Modernisierung der Anwendung der Artikel 85 und 86 des Vertrages betrifft , so wäre unserer Meinung nach eine dezentrale Anwendung nicht der richtige Weg . ;637 230 16 4280 5 3282 5 453 10077 20 12011 50 10952 474 14 208 1510 422 1057 147 211 13640 3282 315 5 5457 1037 25;Finally , on the subject of modernising the implementation of Articles 85 and 86 of the Treaty , we do not think that decentralised application would necessarily be going in the right direction . ;2428 20 82 4 2254 12 2526 4 171 12 4826 9264 53 11354 12 4 266 20 318 580 77 377 31 8694 2985 427 4379 8 2335 3 4 871 2690 26;What finally , is modernisation 86 believe application Articles 85 and Treaty decentralised application right . ;811 3046 20 28 4004 11354 208 2985 4826 9264 53 266 8694 2985 871 26;1.3974591201778715e-14;1;1
Die Kommission behält ja nicht nur das Recht , eine Angelegenheit der Zuständigkeit der einzelstaatlichen Behörden zu entziehen , sondern die nationalen Gerichte werden eindeutig verpflichtet , jeden Konflikt mit den Entscheidungen der Kommission zu vermeiden . ;37 219 14490 529 315 8 15 309 14 211 557 5 3711 5 4646 515 28 12859 14 326 16 300 6297 115 1240 4310 14 689 7897 131 33 1888 5 219 28 1838 25;The Commission is , in fact , retaining not only the power to take matters out of the jurisdiction of national authorities , but clearly obliging the national jurisdictions to avoid disputing the decisions of the Commission at all . ;226 227 28 20 3 531 20 12574 77 7 4 2039 37 689 1857 1073 12 4 95 12 316 537 20 322 1024 10722 4 316 9364 37 736 15869 4 441 12 4 227 242 223 26;The Commission remains not only right matter a of national authorities but national courts clearly committed to conflict Commission every avoid decisions . ;226 227 1318 77 7 871 1077 35 12 316 537 322 316 4612 1024 5335 37 2620 227 996 736 441 26;4.525012531842295e-19;1;2
Herr Präsident , Herr Kommissar , werte Kolleginnen und Kollegen ! Wir sehen das Weißbuch der Kommission über den Wettbewerb im wesentlichen positiv , insbesondere was die Abschaffung des Anmelde- und Genehmigungssystems betrifft , haben aber diesbezüglich auch einige Bedenken . ;53 54 14 53 1177 14 55 56 20 57 58 129 504 15 4509 5 219 153 33 1959 73 2899 1286 14 185 184 16 4750 50 0 20 0 474 14 95 383 1986 188 146 577 25;Mr President , Commissioner , we have a basically positive view of the Commission s White Paper on competition , particularly as regards the abolition of the system of notification and authorisation , but we are also puzzled by several things . ;47 58 20 1168 20 318 113 35 3848 485 277 12 4 227 24 4209 4210 82 1876 20 480 21 2429 4 4428 12 4 848 12 11791 53 2135 20 322 318 41 342 35700 10 182 1103 26;Mr President , Mr Commissioner , ladies and gentlemen we the White Paper of Commission on the positively competition particularly abolition of the and but have some concern . ;47 58 20 47 1168 20 1169 53 1170 318 4 4209 4210 12 227 82 4 5482 1876 480 4428 12 4 53 322 113 149 969 26;3.026686441802031e-18;1;3
Die jetzt vorgesehenen Maßnahmen sind wohl sehr wichtig , aber noch nicht ausreichend . ;37 949 1603 179 87 784 510 1047 14 383 613 315 4169 25;What is being done may well be very important , but it is still not sufficient . ;811 28 313 460 319 22 8 372 183 20 322 86 28 639 77 1758 26;The ;226;4.381684931199367e-10;3;2
Verwundbare Menschen müssen immer herhalten . ;0 1246 317 671 0 25;Vulnerable people find themselves hardest hit . ;0 420 210 2941 8611 4023 26;People must . ;3418 347 26;0.001268497387522318;1;5
Mißlingt dieses Engagement , dann muß der Staat eingreifen . ;0 207 1813 14 569 334 5 35 3503 25;If this comes to nothing , then the government has to step in . ;324 124 1076 37 1649 20 330 4 830 76 37 1039 3 26;that commitment state . ;31 3007 39 26;1.85971280642514e-05;1;2
Das Weißbuch der Kommission über die Modernisierung der Wettbewerbspolitik betrachte ich eher als Diskussionsgrundlage . ;157 4509 5 219 153 16 4280 5 7625 3055 210 987 354 0 25;The Commission s White Paper on modernising competition policy seems more like a discussion paper . ;226 227 24 4209 4210 82 2526 1876 552 602 65 118 35 1442 1891 26;The White Paper of Commission on modernisation competition policy . ;226 4209 4210 12 227 82 4004 1876 552 26;2.6750720523694885e-07;1;6
Das geht auf Kosten der Rechtssicherheit für die Unternehmen . ;157 417 9 2143 5 8992 32 16 1760 25;This would be at the expense of legal certainty within industry . ;162 427 8 242 4 4406 12 263 5223 561 3147 26;The is at ;226 28 242;1.4236360675878945e-06;2;3
Wird die Arbeitsüberlastung der Kommission wirklich weniger , wenn ihr nationale Gerichte Bericht erstatten müssen ? ;2509 16 0 5 219 1921 70 14 278 1401 2596 6297 1506 14548 317 554;Does the pressure of work within the Commission really decrease when national judges are required to report to the Commission ? ;578 4 505 12 231 561 4 227 3346 12883 363 316 1192 41 2361 37 1132 37 4 227 577;Will the Commission less if courts national report ? ;570 4 227 67 121 4612 316 1132 577;1.1880120222715696e-07;1;2
Wie steht der Rat dazu , und ist der Herr Kommissar bereit , diese Punkte noch einmal gründlich zu überdenken ? ;282 36 5 377 1064 14 20 7 5 53 1177 2519 14 127 400 613 627 7080 28 6865 554;What is the Council s opinion on this and is the Commissioner prepared to completely reconsider these points ? ;811 28 4 143 24 492 82 124 53 28 4 1168 4053 37 2337 6947 84 199 577;As is Council to and is Commissioner and to points ? ;292 28 143 37 53 28 1168 53 37 199 577;8.869610399082806e-10;1;1
Es liefert eine gute Diskussionsgrundlage und ist insofern zu begrüßen . ;416 3630 211 2066 0 20 7 6937 28 29 25;It forms a sound basis for discussion and is to be welcomed in this sense . ;27 1086 35 1364 264 61 1442 53 28 37 8 5751 3 124 1166 26;It a good and is . ;27 35 30 53 28 26;1.99665762217916e-06;1;4
Ich verstehe die Ausgangspunkte der Verfasser und stimme ihnen zu . ;107 1827 16 0 5 3361 20 1626 150 28 25;I understand where the authors are coming from and I share their views . ;117 903 1042 4 9373 41 3231 186 53 117 782 111 155 26;I understand theme of of and . I disagree with . ;117 903 13724 12 12 53 26 117 7473 46 26;4.94472439890915e-08;1;2
Außerdem gehe ich davon aus , daß Sie , Herr Kommissar , den Ruf und das von Ihren Vorgängern aufgebaute Werk in Ehren halten wollen und Ihre Dienste ebendieses Ziel verfolgen . ;624 7138 210 921 181 14 30 394 14 53 1177 14 33 10969 20 15 46 2071 0 0 10684 4 0 41 90 20 1890 3741 0 1502 3018 25;I also assume that you , Commissioner , want to honour the reputation of , and the work put in by , your predecessors and that your offices will pursue the same objective . ;117 342 3425 31 448 20 1168 20 738 37 1329 4 8078 12 20 53 4 231 348 3 10 20 1234 2341 53 31 1234 10059 125 3505 4 962 392 26;Moreover , that you Mr Commissioner , the call for and the your of work in and your services Objective . ;3266 20 31 448 47 1168 20 4 1957 61 53 4 1234 12 231 3 53 1234 1139 1283 26;2.0202024804466723e-17;1;3
Zunächst in bezug auf die Kohärenz der Anwendung der Politik . ;1457 4 237 9 16 2750 5 3282 5 322 25;Firstly , these relate to the coherence of the policy s application . ;3579 20 84 2286 37 4 2601 12 4 552 24 2985 26;Firstly application coherence policy . ;3579 2985 2601 552 26;7.685125430740976e-07;1;3
Grundsätzlich bin ich durchaus für kulturelle Vielfalt , nicht aber auf der Ebene der Wettbewerbskultur im Binnenmarkt . ;14948 675 210 2160 32 562 1021 14 315 383 9 5 635 5 0 73 1137 25;In general , I am a great defender of cultural diversity but not in terms of competitiveness within the internal market . ;451 1770 20 117 681 35 320 12718 12 585 1022 322 77 3 1854 12 4002 561 4 1402 1266 26;Basically , am but cultural diversity the of internal market . ;6792 20 681 322 585 1022 4 12 1402 1266 26;3.4139982355253833e-10;1;2
Auch soll die Kommission ein Evokationsrecht haben und den nationalen Wettbewerbsbehörden mit Leitlinien zur Seite stehen . ;892 329 16 219 67 0 95 20 33 300 0 131 1683 222 357 792 25;The Commission is also said to have the right of evocation and can give guidelines to the national competition authorities . ;226 227 28 342 532 37 113 4 871 12 0 53 6 477 1659 37 4 316 1876 537 26;should the Commission and ;33 4 227 53;1.142867777982462e-08;2;4
Ich darf Sie daher bitten , Herr Kommissar , etwas genauer darzulegen , wie die Kommission diese einheitliche Anwendung in der Praxis gewährleisten will und ob Sie selbst die im Weißbuch ab Punkt 100 aufgezeigten Wege für gangbar halten ? ;107 1254 394 1138 5535 14 53 1177 14 558 6289 8706 14 420 16 219 127 2629 3282 4 5 2009 1431 236 20 1469 394 666 16 73 4509 922 1065 4572 0 1233 32 0 41 554;So , I would like to hear more about how the Commission will guarantee this uniform application in practice and whether you yourself consider the courses outlined from point one hundred onwards in the White Paper to be feasible . ;724 20 117 427 118 37 2728 65 339 431 4 227 125 1400 124 6144 2985 3 1684 53 1142 448 6868 109 4 9255 8811 186 1089 413 6248 6888 3 4 4209 4210 37 8 3708 26;I Mr Commissioner , to some look at the Commission them uniform standards application included in the and whether you White Paper it as from the stick ;117 47 1168 20 37 149 690 242 4 227 161 6144 273 2985 1945 3 4 53 1142 448 4209 4210 86 21 186 4 892;3.6921537335405485e-20;3;1
Künftig entfällt dieses Instrument . ;0 10313 207 1896 25;This instrument will fall by the wayside in future . ;162 251 125 1519 10 4 13210 3 959 26;C4-0374/98 ;36774;2.803734223518949e-05;2;1
Drittens möchte ich wissen , ob die Kommission untersucht hat , wie sich ihr neuer Ansatz auf die Strategie der Unternehmen auswirkt . ;4415 108 210 887 14 1469 16 219 4987 120 14 420 180 1401 1996 1866 9 16 2983 5 1760 1289 25;Thirdly , I would like to know whether the Commission has looked into the effects its new approach will have on industrial strategy . ;4130 20 117 427 118 37 335 1142 4 227 76 3206 847 4 1511 170 416 1805 125 113 82 4684 1272 26;Thirdly , would like know whether the Commission new approach the corporate strategy . ;4130 20 427 118 335 1142 4 227 416 1805 4 10160 1272 26;8.141081214734172e-11;1;2
Sie befinden sich sozusagen noch in der Trainingsphase . ;394 626 180 7270 613 4 5 0 25;They are still in training , as it were . ;851 41 639 3 1815 20 21 86 114 26;They are ;851 41;0.0001764519504773608;2;6
Welche Garantien haben wir , daß sie sich zu Topspielern in der Liga des Binnenmarkts entwickeln ? ;1063 1947 95 42 14 30 241 180 28 0 4 5 15135 50 1430 2273 554;What guarantees do we have that they will grow into first-class players in the league of the internal market ? ;811 16 580 318 113 31 108 125 3546 847 8964 2583 3 4 16962 12 4 1402 1266 577;What guarantees that develop of internal market ? ;811 16 31 3344 12 1402 1266 577;9.790387137153232e-08;1;2
Herr Kommissar , ich werfe diese Fragen als Befürworterin des Binnenmarkts und in der Hoffnung auf , daß wir hier in diesem Sinne alle Partner sind und daß das Gespräch zwischen diesen Partnern nicht steril bleibt , sondern Erfolge bringt . ;53 1177 14 210 0 127 442 354 0 50 1430 20 4 5 3014 9 14 30 42 531 4 137 472 706 10195 87 20 30 15 3003 192 313 10139 315 0 310 14 326 4637 1388 25;Commissioner , I am asking these questions as a defender of the internal market and I hope that , in this sense , we are all partners and that the discussion between these partners does not remain sterile but can bear fruit . ;1168 20 117 681 963 84 312 21 35 12718 12 4 1402 1266 53 117 136 31 20 3 124 1166 20 318 41 223 2702 53 31 4 1442 201 84 2702 456 77 677 23245 322 6 619 3993 26;Commissioner Mr , I we that internal market and this all partners and that the to between these partners but does results . ;1168 47 20 117 318 31 1402 1266 53 124 223 2702 53 31 4 37 201 84 2702 322 456 1600 26;1.5095907813861084e-20;1;2
Herr Präsident ! Meine ersten Worte zu Beginn meines Beitrags über das Weißbuch sollen ein Glückwunsch an den Berichterstatter , Herrn von Wogau , sein . ;53 54 58 1741 870 2083 28 2802 645 8783 153 15 4509 270 67 12105 113 33 1302 14 143 46 4054 14 1035 25;Mr President , I would like , in beginning my speech regarding the White Paper , to congratulate the rapporteur , Mr von Wogau . ;47 58 20 117 427 118 20 3 139 844 2827 678 4 4209 4210 20 37 1335 4 1287 20 47 3777 3778 26;Mr President , Ladies the first words at White Paper beginning a single rapporteurs von Wogau this speech to of . ;47 58 20 4326 4 457 1981 242 4209 4210 139 35 1693 4437 3777 3778 124 2827 37 12 26;1.1904894250139025e-15;1;3
Wir sind also einverstanden mit dem Bericht , genauso wie wir , Herr Kommissar , mit den Grundlinien des Weißbuchs einverstanden sind . ;129 87 720 1196 131 61 1506 14 823 420 42 14 53 1177 14 131 33 0 50 6366 1196 87 25;We are , therefore , in agreement with the report , Commissioner , as well as the broad outlines of the White Paper . ;40 41 20 29 20 3 14 46 4 1132 20 1168 20 21 22 21 4 2469 6096 12 4 4209 4210 26;We are therefore in report we Mr Commissioner , the of the White Paper . ;40 41 29 3 1132 318 47 1168 20 4 12 4 4209 4210 26;5.044615620621873e-09;1;3
Deshalb war eine Modernisierung dringend erforderlich . ;1010 818 211 4280 392 2730 25;For this reason , modernisation was essential . ;1671 124 979 20 4004 834 1259 26;therefore was a urge modernisation . ;29 834 35 4164 4004 26;0.001958140772900952;1;2
Erstens in bezug auf das Genehmigungssystem , zweitens in bezug auf die dezentrale Anwendung , drittens in bezug auf die Verfahrensregeln , viertens in bezug auf die gerichtliche Anwendung und fünftens und letztens in bezug auf den überzogenen Formalismus . ;3831 4 237 9 15 0 14 2785 4 237 9 16 13640 3282 14 11938 4 237 9 16 0 14 13307 4 237 9 16 10149 3282 20 0 20 11341 4 237 9 33 17834 0 25;Firstly , the authorisation system secondly , decentralised application thirdly , procedural rules fourthly , judicial application and fifthly and finally , excessive red tape . ;3579 20 4 2135 848 2581 20 8694 2985 5027 20 7751 1905 12881 20 289 2985 53 10294 53 3046 20 1295 3783 3784 26;Firstly , , decentralised use participative thirdly , fourthly , application and lamb and ;3579 20 20 8694 705 32230 5027 20 12881 20 2985 53 11302 53;7.912212086738008e-26;3;2
Eine Reform dieses Punktes war daher ebenfalls erforderlich . ;1517 956 207 16443 818 1138 1437 2730 25;A reform of this point was therefore also necessary . ;1999 965 12 124 1089 834 29 342 299 26;A reform this point was therefore also . ;1999 965 124 1089 834 29 342 26;0.0007165172868232207;1;3
Das Verfahren auf dem Gebiet des Wettbewerbs ist grundsätzlich in der Verordnung Nr . 17/62 enthalten . ;157 1319 9 61 2067 50 3377 7 1464 4 5 2398 2399 25 0 2283 25;The procedure in the field of competition is basically contained in Regulation 1762 . ;226 1300 3 4 1498 12 1876 28 3848 2434 3 2262 0 26;The procedure in of the competition is regulation No . . ;226 1300 3 12 4 1876 28 1036 1179 26 26;1.1262173213040838e-07;1;4
Einmütig wurde eine Änderung gefordert . ;0 412 211 256 1071 25;The voices in favour of its amendment were unanimous . ;226 6847 3 1015 12 170 2123 114 5978 26;has amendment . ;76 2123 26;7.282303724402868e-05;1;2
Es war also notwendig , diesen Weg weiterzubeschreiten und zu fördern . ;416 818 720 1853 14 313 1037 0 20 28 1835 25;It was therefore necessary to facilitate this approach . ;27 834 29 299 37 1955 124 1805 26;It was therefore and this . ;27 834 29 53 124 26;2.2636146380462727e-06;1;2
Es war also notwendig , die wirtschaftliche Analyse einzuführen . ;416 818 720 1853 14 16 3675 4265 7355 25;It was therefore necessary to introduce an economic analysis . ;27 834 29 299 37 2327 13 623 256 26;It was therefore economic analysis . ;27 834 29 623 256 26;3.2531404808318143e-05;1;2
Das Weißbuch verfolgt die Absicht , diese Probleme zu lösen , und deshalb unterstützen wir seine Vorschläge . ;157 4509 3004 16 1516 14 127 374 28 3252 14 20 1520 765 42 164 238 25;The White Paper intends to resolve these problems and we therefore support these proposals . ;226 4209 4210 247 37 5218 84 388 53 318 29 133 84 248 26;The White Paper the intention solve this problems and support ;226 4209 4210 4 1494 2998 124 388 53 133;6.834273246121894e-10;3;3
In dieser Hinsicht werden wir den Bericht unterstützen . ;437 82 2779 115 42 33 1506 765 25;For these reasons , we are going to vote in favour of the report . ;1671 84 1375 20 318 41 2335 37 1181 3 1015 12 4 1132 26;In this respect , report . ;451 124 1032 20 1132 26;5.072526801900149e-05;1;3
Offen gesagt , glaube ich , daß diese Modernisierung zufriedenstellend gewesen ist . ;10974 511 14 209 210 14 30 127 4280 3268 4541 7 25;Frankly , I believe that this modernisation has been satisfactory . ;6366 20 117 208 31 124 4004 76 78 3942 26;I believe that that this modernisation satisfactory . ;117 208 31 31 124 4004 3942 26;1.896731671671631e-06;1;3
Wenn sie gut funktioniert , wenn wir zufrieden sind , wenn das grundsätzliche Wirken der Kommission richtig gewesen ist , warum dann die Änderung ? ;112 241 2210 3897 14 278 42 2770 87 14 278 15 5521 3103 5 219 1151 4541 7 14 477 569 16 256 554;If it functions well , if we are satisfied , if the Commission has basically acted correctly , why the need for the modification ? ;324 86 4935 22 20 121 318 41 3019 20 121 4 227 76 3848 774 3492 20 710 4 789 61 4 10104 577;If they worked well if we satisfied are if the Commission principle why amendment ? ;324 108 557 22 121 318 3019 41 121 4 227 463 710 2123 577;3.821933541809168e-14;1;2
Es sind diverse Argumente dafür vorgetragen worden . ;416 87 11932 8626 938 6100 432 25;Various arguments have been presented in its favour . ;444 1285 113 78 239 3 170 1015 26;It are analysed arguments . ;27 41 8880 1285 26;0.0020328536851015886;1;3
In diesem Fall wären wir nicht vorangekommen , sondern hätten im Gegenteil bei der Anwendung der Wettbewerbspolitik innerhalb der Union einen Schritt zurück getan . ;437 137 908 1800 42 315 14095 14 326 603 73 3073 228 5 3282 5 7625 631 5 266 232 2858 918 3144 25;In that event we would not have moved forward , but rather backwards , in the application of competition policy in the Union . ;451 31 453 318 427 77 113 1347 1885 20 322 1176 6739 20 3 4 2985 12 1876 552 3 4 276 26;In this case would be but have contrary competition policy Union application within ;451 124 922 427 8 322 113 2834 1876 552 276 2985 561;1.2832393447396532e-14;2;2
Deshalb wird der vorliegende Bericht von mir mit aller Entschiedenheit begrüßt . ;1010 139 5 9151 1506 46 940 131 958 5876 6261 25;This is why I give this report my full support . ;162 28 710 117 477 124 1132 844 1092 133 26;therefore this report by myself with emphatically welcome . ;29 124 1132 10 1330 46 4159 530 26;5.275058802426462e-07;1;2
Ich habe festgestellt , daß sich die Kommission in der letzten Wahlperiode um die effektive und nachhaltige Einhaltung dieses Grundsatzes bemüht hat , um damit die Flexibilität sowohl der Waren- als auch der Dienstleistungsmärkte zu wahren . ;107 284 2853 14 30 180 16 219 4 5 1092 9317 390 16 6736 20 1783 728 207 9084 1994 120 14 390 1232 16 4594 1051 5 12264 354 188 5 0 28 5959 25;Recently , I have noticed that the Commission has been working hard to ensure that this principal is respected in a proper and effective manner , precisely in order to safeguard market flexibility , both for products and for services . ;16803 20 117 113 2851 31 4 227 76 78 2225 1842 37 770 31 124 9486 28 3238 3 35 1118 53 1783 3188 20 1709 3 735 37 1401 1266 1029 20 593 61 3448 53 61 1139 26;I that Commission in last parliamentary term to and sustainable this sought principle to goods flexibility ;117 31 227 3 1416 1299 1177 37 53 1752 124 5415 463 37 3921 1029;2.461466485511593e-15;3;3
