Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.07107778819119025;1;1
Ein Beispiel sind die Regionen in äußerster Randlage , wo die Arbeitslosigkeit immer noch dramatische Ausmaße aufweist . ;1 2199 87 16 1692 4 1693 1694 14 1673 16 1983 671 613 4298 17885 8150 25;The most remote regions , still hard hit by catastrophic unemployment rates , offer one example of this . ;226 304 5370 1723 20 639 1842 4023 10 12715 1896 2417 20 1311 413 912 12 124 26;A example are the where dramatic regions in outermost regions proportions ;1999 912 41 4 1042 2838 1723 3 12392 1723 12368;3.110023097922816e-10;2;2
Um Abhilfe zu schaffen , ist in Artikel 299 Absatz 2 des Amsterdamer Vertrages das Prinzip einer spezifischen Ausnahmebehandlung vorgesehen worden . ;3702 9544 28 2299 14 7 4 453 14947 1483 1700 50 3264 10952 15 1029 456 2195 0 1703 432 25;The principle of specific , exceptional treatment was envisaged in Article 299 ( 2 ) of the Treaty of Amsterdam in order to deal with such cases . ;226 463 12 428 20 3747 2291 834 1913 3 454 15067 900 1674 902 12 4 266 12 267 3 735 37 321 46 972 1148 26;In order this is Article 299 ( 2 ) of of the Amsterdam treaty principle of specific . ;451 735 124 28 454 15067 900 1674 902 12 12 4 267 7777 463 12 428 26;3.595055028660456e-08;1;1
Nun gilt es , dieses Prinzip in die Tat umzusetzen . ;919 2751 27 14 207 1029 4 16 88 4982 25;It only remains to put this principle into practice . ;27 7 1318 37 348 124 463 847 1684 26;Now in this principle the . ;2537 3 124 463 4 26;2.1955097391607958e-05;1;2
Deshalb appelliere ich an den Rat und die Kommission . ;1010 7392 210 113 33 377 20 16 219 25;I therefore appeal formally to the Council and the Commission . ;117 29 3982 6869 37 4 143 53 4 227 26;I therefore appeal the Council and Commission . ;117 29 3982 4 143 53 227 26;1.1532390345676268e-05;1;3
Vielen Dank , Herr Kommissar . ;924 925 14 53 1177 25;Thank you very much , Commissioner . ;447 448 372 781 20 1168 26;Thank you , Mr Commissioner . ;447 448 20 47 1168 26;0.0353696764473197;1;1
Die Aussprache ist geschlossen . ;37 262 7 1209 25;The debate is closed . ;226 269 28 1205 26;The debate is closed . ;226 269 28 1205 26;0.2852803609567986;1;2
Die Abstimmung findet morgen um 12 . 00 Uhr statt . ;37 1190 900 530 390 167 25 1192 1193 934 25;The vote will take place tomorrow at 12 p . m . ;226 1181 125 689 856 1182 242 173 2747 26 1185 26;The vote will take tomorrow at 12 noon . ;226 1181 125 689 1182 242 173 4163 26;0.0004034187839292816;1;5
( Die Sitzung wird um 20 . 25 Uhr geschlossen . ) ;884 37 1634 139 390 747 25 1492 1193 1209 25 886;( The sitting was closed at 8 . 25 p . m . ) ;900 226 698 834 1205 242 1463 26 1470 2747 26 1185 26 902;( The sitting was will 20 25 a closed m . ) ;900 226 698 834 125 762 1470 35 1205 1185 26 902;0.0005265088473340349;1;2
Genehmigung des Protokolls der vorangegangenen Sitzung ;3785 50 3285 5 2239 1634;Adoption of the Minutes of the previous sitting ;7007 12 4 1843 12 4 1831 698;Approval of the Minutes of previous sitting ;10012 12 4 1843 12 1831 698;0.0031596784262762933;1;1
Das Protokoll der letzten Sitzung wurde verteilt . ;157 899 5 1092 1634 412 6876 25;The Minutes of yesterday s sitting have been distributed . ;226 1843 12 3470 24 698 113 78 680 26;The Minutes of last sitting have been distributed . ;226 1843 12 1416 698 113 78 680 26;0.0010969322274261715;1;2
Gibt es Einwände ? ;5855 27 8035 554;Are there any comments ? ;5759 672 452 1334 577;Are there any comments ? ;5759 672 452 1334 577;0.07441615821586366;1;1
Ich beziehe mich auf Punkt 11 des Arbeitsplans . ;107 5001 1290 9 1065 1191 50 0 25;I refer to item 11 on the order of business . ;117 437 37 3063 1183 82 4 735 12 1160 26;I refer on item 11 of the . ;117 437 82 3063 1183 12 4 26;0.00010639910036969054;1;1
Zunächst muß Klarheit zwischen den einzelnen Fraktionen dieses Hauses bestehen und dann zwischen diesem Haus und der Kommission . ;1457 334 3273 192 33 2075 2277 207 1499 2187 20 569 192 137 2278 20 5 219 25;There needs firstly to be clarity between all of the groups of this House and then between this House and the Commission . ;1363 298 1399 37 8 3023 201 223 12 4 1054 12 124 1479 53 330 201 124 1479 53 4 227 26;Firstly must this House . ;3579 347 124 1479 26;1.373933863468738e-10;3;3
Dafür bin ich ihnen zutiefst dankbar . ;4879 675 210 150 4038 3350 25;That is something for which I have a deep appreciation . ;1014 28 2472 61 15 117 113 35 2572 11143 26;I There them grateful . ;117 1363 161 3101 26;0.00048577297411199103;1;2
Wir sollten die ganze Sache nicht weiter aufbauschen . ;129 1614 16 1928 1964 315 1551 0 25;It should not be dramatised into something more than that . ;27 33 77 8 0 847 2472 65 422 31 26;We should continue whole . ;40 33 268 567 26;1.8973973207006552e-05;1;3
Vielen Dank , Herr Cox ! ;924 925 14 53 6450 58;Thank you very much , Mr Cox . ;447 448 372 781 20 47 5922 26;Thank you , Mr Cox , ;447 448 20 47 5922 20;0.03134257306409623;1;2
Ich verstehe , was Sie meinen . ;107 1827 14 184 394 1321 25;I understand what you are saying . ;117 903 467 448 41 3537 26;I understand what you think . ;117 903 467 448 377 26;0.0069854888792594775;1;2
Wir haben das zur Kenntnis genommen . ;129 95 15 222 880 2261 25;We have taken note of this . ;40 113 855 2445 12 124 26;We have . ;40 113 26;0.001507646642800871;1;1
Herr Präsident , ich beziehe mich auf das , was Frau Lynne gestern über Sicherheit und Gesundheitsschutz in diesem Gebäude gesagt hat . Ich nehme an , daß sie die Sanitäreinrichtungen meinte , nach denen es in der fünften Etage des Turms sehr stark riecht . ;53 54 14 210 5001 1290 9 15 14 184 617 1920 3713 153 17 20 7333 4 137 7257 511 120 25 107 10767 113 14 30 241 16 0 10049 14 147 246 27 4 5 5941 0 50 0 510 2719 0 25;Mr President , regarding Mrs Lynne s comments yesterday about health and safety in this building , I presume she was talking about the drains because there is a dreadful smell of drains on the fifth floor in the Tower . ;47 58 20 678 2185 14283 24 1334 3470 339 973 53 360 3 124 44 20 117 3055 2888 834 2761 339 4 0 481 672 28 35 4017 33354 12 0 82 4 588 3547 3 4 11790 26;Mr President , I refer to what Mrs Lynne security yesterday and Health in this said building about . the speed I thought , fifth the . ;47 58 20 117 437 37 467 2185 14283 17 3470 53 4435 3 124 532 44 339 26 4 3999 117 865 20 588 4 26;3.544204999810203e-26;1;3
Hier muß unbedingt etwas unternommen werden , denn der Geruch deutet eindeutig darauf hin , daß hier etwas nicht stimmt . ;778 334 1223 558 2881 115 14 568 5 0 7038 1240 561 1981 14 30 531 558 315 2683 25;This needs to be looked into because it is clearly an indication that something is seriously wrong . ;162 298 37 8 3206 847 481 86 28 1024 13 5937 31 2472 28 2041 1439 26;Here is a little because the clearly that not something in any is untrue . ;2163 28 35 620 481 4 1024 31 77 2472 3 452 28 16601 26;3.2350572627863444e-12;1;2
Ich möchte Sie bitten , diesen speziellen Fall , der sich auf Ventilatoren in einem bestimmten Stockwerk bezieht , an die Quästoren heranzutragen , weil die eigentlich dafür zuständig sind . ;107 108 394 5535 14 313 1999 908 14 5 180 9 0 4 48 4186 0 2288 14 113 16 7791 0 14 469 16 695 938 1440 87 25;I would ask you to bring this specific case , which has to do with the ventilators on a particular floor , to the attention of the Quaestors , who are , in fact , responsible for the matter . ;117 427 708 448 37 1009 124 428 922 20 15 76 37 580 46 4 0 82 35 438 3547 20 37 4 410 12 4 7153 20 287 41 20 3 531 20 502 61 4 1077 26;I would like ask you which has this specific case in particular Quaestors because to . ;117 427 118 708 448 15 76 124 428 922 3 438 7153 481 37 26;1.1253332384901164e-20;1;1
Wir werden das aber auch an unsere Dienste weitergeben . ;129 115 15 383 188 113 151 3741 10463 25;We will also pass this on to our services , however . ;40 125 342 3297 124 82 37 154 1139 20 693 26;We will our ;40 125 154;3.241800407414512e-05;2;2
Vielen Dank ! ;924 925 58;Thank you very much . ;447 448 372 781 26;Thank you , ;447 448 20;0.2042859545836838;1;2
( Das Parlament genehmigt das Protokoll . ) ;884 157 63 1923 15 899 25 886;( The Minutes were approved ) ;900 226 1843 114 1472 902;( Parliament Minutes were approved the Minutes . ) ;900 64 1843 114 1472 4 1843 26 902;0.013139909330440886;1;2
Nach der Tagesordnung folgt die gemeinsame Aussprache über die folgenden Berichte ;2212 5 1002 3317 16 321 262 153 16 5866 5125;The next item is the joint debate on the following reports ;226 1260 3063 28 4 1532 269 82 4 1534 4386;The next item is the joint debate on the following reports ;226 1260 3063 28 4 1532 269 82 4 1534 4386;1.197263376801542e-05;1;3
Herr Präsident , Herr Kommissar ! Kolleginnen und Kollegen ! ;53 54 14 53 1177 58 56 20 57 58;Mr President , Commissioner , today we are engaged in an important debate about the European Union s competition policy . ;47 58 20 1168 20 815 318 41 307 3 13 183 269 339 4 193 276 24 1876 552 26;Mr President , Mr Commissioner , ladies and gentlemen , ;47 58 20 47 1168 20 1169 53 1170 20;0.004376769095319609;1;2
Sie sollte diesen Weg fortsetzen . ;394 694 313 1037 264 25;It should continue along this path . ;27 33 268 7259 124 4338 26;It should continue those . ;27 33 268 1241 26;0.0013077871120552999;1;1
Nur - ohne Transparenz keine Akzeptanz , und dann eben auch keine Modernisierung ohne Transparenz . ;2329 625 1482 462 80 2623 14 20 569 1229 188 80 4280 1482 462 25;Only , without transparency there will be no acceptance , indeed there can be no modernisation without transparency . ;2199 20 1056 472 672 125 8 740 1839 20 1123 672 6 8 740 4004 1056 472 26;Only - without no acceptance transparent of and ESCB without no modernise transparency . ;2199 638 1056 740 1839 2837 12 53 35171 1056 740 9540 472 26;3.24381834193756e-10;1;2
Der Wettbewerbsbericht 1998 ist keine schlechte Grundlage dafür , aber es gibt eben nichts , was nicht noch besser zu machen wäre . ;376 0 161 7 80 9376 10 938 14 383 27 1385 1229 2482 14 184 315 613 2601 28 397 1510 25;The competition report 1998 is not a bad foundation for this but , in fact , there is nothing that could not be further improved upon . ;226 1876 1132 166 28 77 35 866 3455 61 124 322 20 3 531 20 672 28 1649 31 461 77 8 2180 3174 1031 26;The Amendment in 1998 is no a bad basis but nothing , what not make better . ;226 1178 3 166 28 740 35 866 264 322 1649 20 467 77 119 112 26;1.6141008969092277e-13;1;1
Ich will nicht an der Kompetenzverteilung zwischen Kommission und Parlament rütteln . ;107 236 315 113 5 0 192 219 20 63 0 25;I do not wish to call the distribution of competences between the Commission and Parliament into question . ;117 580 77 92 37 1957 4 2386 12 7782 201 4 227 53 64 847 213 26;I not between the Commission and Parliament . ;117 77 201 4 227 53 64 26;6.156268945416447e-07;1;5
Ich erwarte auch , daß die Kommission uns bei der Forderung nach Mitentscheidung im Gesetzgebungsverfahren offensiv unterstützen wird . ;107 3069 188 14 30 16 219 285 228 5 2166 147 7627 73 4507 0 765 139 25;I also expect the Commission to be pro-active in supporting us in our call for codecision in legislative procedures . ;117 342 645 4 227 37 8 4092 3 1270 295 3 154 1957 61 7019 3 2171 1907 26;I also expect that the Commission requesting us codecision they in will legislative process South Africa . ;117 342 645 31 4 227 5396 295 7019 108 3 125 2171 214 3726 3727 26;4.874430484329724e-10;1;2
Die letzte Bemerkung war weniger an die Kommission , sondern vielmehr an die Kolleginnen und Kollegen der EVP-Fraktion gerichtet . ;37 4479 3310 818 70 113 16 219 14 326 327 113 16 56 20 57 5 7303 1426 25;My last comment was intended not so much for the Commission as for the Members of the Group of the European People s Party . ;1933 1416 1487 834 655 77 1097 781 61 4 227 21 61 4 445 12 4 234 12 4 193 3418 24 827 26;The last comment was less of Commission but Group , that contrary and colleagues European People s Party . ;226 1416 1487 834 67 12 227 322 234 20 31 2834 53 1997 193 3418 24 827 26;9.880768728854478e-11;1;2
Herr Präsident , Herr Kommissar , werte Kolleginnen und Kollegen ! Der Bericht , den ich Ihnen heute vorlegen kann , ist eine Stellungnahme zum Jahresbericht der Kommission über staatliche Beihilfen in der Europäischen Union , die gemäß Artikel 87 , 88 und 89 der Verträge in die Zuständigkeit der Gemeinschaft fallen . ;53 54 14 53 1177 14 55 56 20 57 58 376 1506 14 33 210 445 64 2464 371 14 7 211 1721 587 6985 5 219 153 1756 2613 4 5 62 266 14 16 975 453 13231 14 12012 20 12013 5 709 4 16 3711 5 2590 2830 25;Mr President , Commissioner , ladies and gentlemen , the report which I have the opportunity to propose to you today is an opinion on the Commission s Annual Report on the state aid in force within the European Union and for which the Community is authorised under Articles 87 , 88 and 89 of the Treaties . ;47 58 20 1168 20 1169 53 1170 20 4 1132 15 117 113 4 688 37 2879 37 448 815 28 13 492 82 4 227 24 6448 1650 82 4 39 1207 3 2974 561 4 193 276 53 61 15 4 250 28 5531 1007 4826 12785 20 11355 53 11356 12 4 776 26;Mr President , Mr Commissioner , ladies and gentlemen , report I present you today is a give its opinion Commission Annual Report on state aid in European Union , pursuant to Article 87 , 88 and 89 treaties Community . ;47 58 20 47 1168 20 1169 53 1170 20 1132 117 153 448 815 28 35 477 170 492 227 6448 1650 82 39 1207 3 193 276 20 3170 37 454 12785 20 11355 53 11356 1043 250 26;1.8617063986188856e-19;1;3
Lassen Sie mich nun auf den vorschlagsbezogenen Teil des Berichts eingehen . ;2424 394 1290 349 9 33 0 1293 50 2942 410 25;This being the case , let me now come to the proposals made in the report . ;162 313 4 922 20 1749 766 362 151 37 4 248 228 3 4 1132 26;Let the part of of the report . ;334 4 142 12 12 4 1132 26;1.9651996596341024e-06;1;2
Es obliegt also den Staaten und den Regionen , für die Qualität der bereitgestellten Daten zu sorgen , und aus der Sicht unseres Ausschusses sind hierfür zusätzliche Anstrengungen vonnöten . ;416 4641 720 33 78 20 33 1692 14 32 16 4488 5 2233 606 28 1004 14 20 181 5 1445 358 1677 87 1620 3309 3657 13655 25;It is therefore down to the states and regions to ensure the quality of the data provided , and our committee considers that additional efforts must be made in this respect . ;27 28 29 401 37 4 1947 53 1723 37 770 4 1868 12 4 310 134 20 53 154 147 5375 31 4240 2271 347 8 228 3 124 1032 26;It is up states and regions , quality the data allocated ensure and the of our Committee on are be additional efforts . ;27 28 890 1947 53 1723 20 1868 4 310 516 770 53 4 12 154 1046 82 41 8 4240 2271 26;3.523238109144569e-16;1;2
Lassen Sie mich abschließend einerseits auf eine Sorge der Ausschußmitglieder und andererseits auf eine Forderung unseres Ausschusses verweisen , Herr Kommissar . ;2424 394 1290 4476 725 9 211 1107 5 0 20 730 9 211 2166 358 1677 2284 14 53 1177 25;I should like to conclude this presentation , Commissioner , by stressing two things firstly , a concern of the members of the committee and , secondly , a demand of our committee . ;117 33 118 37 1866 124 1735 20 1168 20 10 7129 386 1103 1399 20 35 969 12 4 150 12 4 147 53 20 2581 20 35 2915 12 154 147 26;Finally Let would like share partly partly Committee on concern and for of our Mr Commissioner . ;2428 334 427 118 782 1967 1967 1046 82 969 53 61 12 154 47 1168 26;9.540849947582543e-12;1;1
Die Sorge betrifft den Heranführungsprozeß der mittel- und osteuropäischen Länder aus der Sicht der Wettbewerbspolitik und der staatlichen Beihilfen . ;37 1107 474 33 0 5 6497 20 6691 1527 181 5 1445 5 7625 20 5 6616 2613 25;The concern involves the pre-accession process for the countries of Central and Eastern Europe , in terms of competition policy and state aid . ;226 969 4601 4 1706 214 61 4 715 12 3097 53 6141 135 20 3 1854 12 1876 552 53 39 1207 26;The concern is the of and Eastern European countries from competition policy and the state aid . ;226 969 28 4 12 53 6141 193 715 186 1876 552 53 4 39 1207 26;3.365381862220903e-09;1;1
Herr Präsident , Herr Kommissar , meine sehr verehrten Damen und Herren ! ;53 54 14 53 1177 14 836 510 1839 439 20 440 58; ;;Mr President , Mr Commissioner , ladies and gentlemen gentlemen , , ;47 58 20 47 1168 20 1169 53 1170 1170 20 20;0.0002471606557383963;1;2
Das sind insgesamt 27 Fälle im Jahre 1998 . Über diese Fälle hat die Kommission einen eigenen Bericht abgegeben . ;157 87 2534 3608 3344 73 385 161 25 3536 127 3344 120 16 219 232 542 1506 6213 25;There were a total of 27 cases in 1998 and the Commission submitted its own report on these . ;1363 114 35 1484 12 3374 1148 3 166 53 4 227 3529 170 1195 1132 82 84 26;This are 27 cases 1998 . More than case Commission made a own report . ;162 41 3374 1148 166 26 2733 422 922 227 228 35 1195 1132 26;1.7417563245607653e-09;1;2
Nach diesem Artikel sind staatliche Beihilfen grundsätzlich mit dem gemeinsamen Markt unvereinbar . ;2212 137 453 87 1756 2613 1464 131 61 267 2737 12102 25;According to this article , state aid is irreconcilable with the common market , in principle . ;4169 37 124 4232 20 39 1207 28 18362 46 4 274 1266 20 3 463 26;The next this article ;226 1260 124 4232;5.541189591465719e-08;2;2
Gemäß Artikel 88 ist die Kommission zur Kontrolle staatlicher Beihilfen verpflichtet . ;8258 453 12012 7 16 219 222 204 12118 2613 4310 25;Under Article 88 , the Commission is obliged to supervise state aid . ;4749 454 11355 20 4 227 28 6832 37 1475 39 1207 26;Under Article 88G is the Commission control state aid . ;4749 454 35883 28 4 227 218 39 1207 26;2.0372341475130562e-05;1;2
Für den Bereich der Stahlindustrie sind die geltenden Regeln am 18 . Dezember 1996 aufgestellt worden . ;170 33 155 5 13993 87 16 3357 2058 721 6052 25 231 5214 8248 432 25;The rules pertaining to the steel industry were drawn up on 18 December 1996 . ;226 1905 6090 37 4 13415 3147 114 3285 890 82 5573 238 4801 26;For the of industry 1996 existing legislation rules drawn on 18 December . ;1671 4 12 3147 4801 3086 279 1905 3285 82 5573 238 26;2.2858793486229592e-08;1;1
Eine Aufweichung der bestehenden Grundlinien des Stahlkodex darf nicht beschlossen werden . ;1517 0 5 100 0 50 0 1254 315 431 115 25;There must be no watering-down of the existing principles underlying the steel aid code . ;1363 347 8 740 0 12 4 3086 1569 2306 4 13415 1207 7042 26;One existing of the not decided . ;1095 3086 12 4 77 982 26;1.845243746369232e-07;1;1
Niemand will einen hemmungslosen Subventionswettlauf in Europa . ;9815 236 232 0 0 4 365 25;No one wants an unimpeded subsidy competition in Europe . ;1179 413 1090 13 8957 13629 1876 3 135 26;No one one ;1179 413 413;1.1028340335166379e-05;2;1
Es ist bekannt , daß der Rat sich bisher geweigert hat , eine solche Nachfolgeregelung zu beschließen . ;416 7 1787 14 30 5 377 180 1101 3909 120 14 211 866 0 28 4643 25;We all know that so far the Council has dragged its feet with regard to follow-up regulations of this kind . ;40 223 335 31 1097 1098 4 143 76 5745 170 4787 46 345 37 2826 2385 12 124 2563 26;It is know that the Council has refused thus far such a . ;27 28 335 31 4 143 76 2056 2151 1098 972 35 26;2.6113468308646825e-07;1;2
Herr Präsident , sehr geehrte Kollegen ! Der Binnenmarkt ist noch nicht vollendet . ;53 54 14 510 8179 57 58 376 1137 7 613 315 14728 25;Mr President , ladies and gentlemen , the internal market is not complete . ;47 58 20 1169 53 1170 20 4 1402 1266 28 77 1993 26;Mr President , ladies , internal market is . ;47 58 20 1169 20 1402 1266 28 26;0.0002798434274998182;1;1
Staatliche Monopole müssen durch wettbewerbsfähige Strukturen ersetzt werden . ;18214 8517 317 189 10647 512 3295 115 25;Public monopolies must be replaced by competitive structures . ;4434 7804 347 8 3033 10 5683 534 26;State monopolies must structures create by competitive . ;1678 7804 347 534 2082 10 5683 26;0.0016629492200110941;1;2
Der Binnenmarkt stellt die Grundlage unserer Arbeit dar . ;376 1137 2762 16 10 422 223 2422 25;The internal market is the basis for our work . ;226 1402 1266 28 4 264 61 154 231 26;The internal market the of our work . ;226 1402 1266 4 12 154 231 26;0.0002158819575040336;1;2
Die Anwendung des Rechts in Wettbewerbsfragen muß korrekt sein . ;37 3282 50 2708 4 0 334 5345 1035 25;The law must be correctly applied in matters of competition . ;226 2540 347 8 3492 2799 3 1857 12 1876 26;The use of the be right correct . ;226 705 12 4 8 871 1482 26;0.0001049737371464432;1;1
Wir haben eine sehr interessante Debatte vor uns . ;129 95 211 510 4406 619 96 285 25;We have a quite exciting debate in front of us . ;40 113 35 120 7697 269 3 1079 12 295 26;We have a very interesting debate . ;40 113 35 372 6812 269 26;0.0013899618605020588;1;1
Der zweite Punkt ist die Rückverlagerung des Rechtsvollzugs . ;376 1531 1065 7 16 0 50 0 25;The second point relates to the retrodisplacement of law enforcement . ;226 1292 1089 4361 37 4 0 12 2540 9024 26;The second point is the of the . ;226 1292 1089 28 4 12 4 26;0.00022082768894231654;1;1
Es sollte der Weg zu einem europäischen Kartellamt offengehalten werden , über den dann sicherlich in Zukunft diskutiert wird . ;416 694 5 1037 28 48 779 0 0 115 14 153 33 569 2434 4 1236 933 139 25;The way to a European monopolies commission must be kept clear , something that will certainly form a subject for future discussion . ;226 486 37 35 193 7804 8857 347 8 328 72 20 2472 31 125 2292 524 35 2254 61 959 1442 26;It should the European is certainly discussed future . ;27 33 4 193 28 2292 945 959 26;7.494437330104296e-11;1;2
Aber wir benötigen in der Wettbewerbspolitik mehr Transparenz . ;1559 42 1930 4 5 7625 68 462 25;But we need there to be more transparency in the competition policy . ;1846 318 789 672 37 8 65 472 3 4 1876 552 26;But we need January 2002 competition policy more transparency currency . ;1846 318 789 4368 167 1876 552 65 472 3062 26;4.249663815047672e-05;1;1
Mir liegen jedoch für die Zukunft des Wettbewerbs zwei Punkte sehr am Herzen . ;573 544 822 32 16 1236 50 3377 372 400 510 721 6277 25;However , when it comes to what the future holds for competition , there are two issues dear to my heart . ;843 20 363 86 1076 37 467 4 959 8045 61 1876 20 672 41 386 940 4305 37 844 6603 26;However , I future of the competition very January 2002 two points currency . ;843 20 117 959 12 4 1876 372 4368 167 386 199 3062 26;3.166937942787802e-08;1;1
Der eine ist das Thema Subsidiarität . ;376 211 7 15 414 4980 25;One is subsidiarity . ;1095 28 464 26;The is the about subsidiarity . ;226 28 4 339 464 26;0.006733069447260521;1;1
Hier nenne ich als Beispiel das Thema GA-Förderung , das Beispiel Sparkassen und Landesbanken , das Beispiel Gütesiegel . ;778 7770 210 354 2199 15 414 0 14 15 2199 0 20 0 14 15 2199 0 25;I would cite , by way of example , the issue of job creation schemes , savings banks and regional banks , and Gütesiegel . ;117 427 14575 20 10 486 12 912 20 4 216 12 1963 3127 3769 20 7577 3419 53 1276 3419 20 53 0 26;I Another is , as example the promoting the typical example Euro-unifying , . ;117 8452 28 20 21 912 4 1784 4 7845 912 24613 20 26;5.252078167482745e-15;1;5
Hier hat eine Region aus eigener Kraft etwas geschaffen , um eigene Produkte zu vermarkten . ;778 120 211 6 181 13019 5646 558 1979 14 390 3544 3687 28 16379 25;Here , a region has , by its own efforts , created a means of marketing its own products . ;2163 20 35 5 76 20 10 170 1195 2271 20 3022 35 11 12 7422 170 1195 3448 26;This a region from market anything about products . ;162 35 5 186 1266 581 339 3448 26;1.0209664508288865e-08;1;2
Ich denke , auch eine Anhebung der De-minimis-Regelung ist notwendig . ;107 362 14 188 211 12365 5 0 7 1853 25;I believe there is also a need to raise the de minimis regulation . ;117 208 672 28 342 35 789 37 1714 4 6287 26993 1036 26;I think increase in is necessary . ;117 377 650 3 28 299 26;6.563814127221272e-05;1;2
Vielen Dank , Herr Kollege . ;924 925 14 53 1460 25;Thank you very much , Mr Radwan . ;447 448 372 781 20 47 3511 26;Thank you , Mr . ;447 448 20 47 26;0.021102716048703875;1;1
Um zu funktionieren , braucht der Markt Regeln . ;3702 28 5506 14 5664 5 2737 2058 25;In order to function , the market needs rules . ;451 735 37 3632 20 4 1266 298 1905 26;In order function market needs . ;451 735 3632 1266 298 26;0.00011976626146428397;1;1
Wir als europäische Sozialdemokraten sind für eine soziale Marktwirtschaft . ;129 354 748 7618 87 32 211 2395 6415 25;We European Socialists are in favour of a market economy with a social purpose . ;40 193 4925 41 3 1015 12 35 1266 1809 46 35 2253 3254 26;We Social Democrats European missions are social market economy . ;40 4319 787 193 4837 41 2253 1266 1809 26;1.5336645151087566e-07;1;1
Der Markt ist kein Selbstzweck , er muß der Verbesserung der Lebensbedingungen dienen . ;376 2737 7 1674 3752 14 700 334 5 2796 5 4487 328 25;The market is not an end in itself it must help to improve the human condition . ;226 1266 28 77 13 349 3 884 86 347 1903 37 533 4 285 2461 26;The market is no an end in itself he are intended improving living conditions . ;226 1266 28 740 13 349 3 884 711 41 655 259 498 258 26;1.623654356310343e-08;1;1
Die Europäische Union , die Staaten dürfen nicht an die Stelle der Wirtschaftsteilnehmer treten , aber die staatlichen Stellen müssen die Regeln und die Ziele festlegen , die es der Wirtschaft ermöglichen , sich nachhaltig zu entwickeln . ;37 1801 266 14 16 78 1282 315 113 16 4162 5 0 5709 14 383 16 6616 1757 317 16 2058 20 16 1136 978 14 16 27 5 1168 2268 14 180 2617 28 2273 25;The European Union or individual States must not take over from economic operators , but public authorities must define the rules and objectives which enable the economy to develop in a sustainable fashion . ;226 193 276 66 1810 75 347 77 689 96 186 623 670 20 322 971 537 347 539 4 1905 53 1473 15 3569 4 1809 37 3344 3 35 1752 1829 26;The European Union , States not must the but the set state must rules and objectives sustainable develop allow of the to economy . ;226 193 276 20 75 77 347 4 322 4 115 39 347 1905 53 1473 1752 3344 459 12 4 37 1809 26;6.4379210122498115e-22;1;2
Hauptziel der Wettbewerbspolitik der Union kann nicht sein , das globale Beihilfenniveau abzusenken . ;7566 5 7625 5 266 371 315 1035 14 15 1975 0 0 25;The main objective of the Union s competition policy cannot be to reduce the overall level of aid . ;226 521 392 12 4 276 24 1876 552 684 8 37 2701 4 514 648 12 1207 26;The principal objective the Union competition policy can not be ;226 9486 392 4 276 1876 552 6 77 8;4.529848476802293e-08;2;5
Es wäre jedoch ein schwerwiegender Fehler , alle staatlichen Beihilfen abzuschaffen . ;416 1510 822 67 3095 7310 14 706 6616 2613 8200 25;It would be a serious mistake to eliminate all public aid . ;27 427 8 35 860 6606 37 2714 223 971 1207 26;It would be a serious mistake all abolish public aid . ;27 427 8 35 860 6606 223 5458 971 1207 26;3.396659219093924e-05;1;2
Das Internet ist kein Produkt des Marktes , sondern das Ergebnis der durch die amerikanische Armee finanzierten Forschung . ;157 5273 7 1674 8012 50 6873 14 326 15 1164 5 189 16 3390 4911 2507 1267 25;The Internet is not a product of the market , but the result of research financed by the American army . ;226 4848 28 77 35 2140 12 4 1266 20 322 4 1291 12 1979 2350 10 4 745 52 26;The Internet is no addictive product of the market , but result of the Army by development financed by technology American research . ;226 4848 28 740 17432 2140 12 4 1266 20 322 1291 12 4 9960 10 569 2350 10 4847 745 1979 26;4.0719237995474494e-08;1;1
Die menschliche Arbeit wird hingegen als einfacher Anpassungsfaktor gesehen . ;37 2783 223 139 5198 354 5349 0 1618 25;Human labour , on the other hand , is considered to be a simple factor in the equation . ;2662 2596 20 82 4 731 728 20 28 1564 37 8 35 978 4099 3 4 17923 26;The human , labour other hand , as . ;226 285 20 2596 731 728 20 21 26;0.0007984550469612814;1;2
Wir Sozialdemokraten lehnen diese liberale Verklärung ab . ;129 7618 11031 127 7551 0 922 25;We Socialists reject the liberals na ve optimism on this point . ;40 4925 5542 4 16675 4608 4609 7053 82 124 1089 26;We Social Democrats these Liberal being refuse . . ;40 4319 787 84 2743 313 9027 26 26;0.004590606128237624;1;2
Wir wollen eine echte Wettbewerbskultur in Europa . ;129 90 211 2774 0 4 365 25;We want a true culture of competition in Europe . ;40 738 35 87 435 12 1876 3 135 26;We want to a real Europe . ;40 738 37 35 1982 135 26;0.0001317002098447857;1;2
Diese Vorschläge führen unserer Ansicht nach zu Transparenz und Offenheit , die für das Funktionieren des Binnenmarktes sehr wichtig sind . ;1365 238 269 422 480 147 28 462 20 1033 14 16 32 15 1127 50 2571 510 1047 87 25;These are amendments which we believe will lead to transparency and openness , which is very important with a view to making the internal market work . ;1471 41 1302 15 318 208 125 981 37 472 53 8181 20 15 28 372 183 46 35 277 37 998 4 1402 1266 231 26;This proposals believe our transparency and , very openness are functioning indeed single market important . ;162 248 208 154 472 53 20 372 8181 41 2395 1123 1693 1266 183 26;1.0315882056507965e-10;1;2
