Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.05528663906222663;1;4
Der zweite Punkt ist die Rückverlagerung des Rechtsvollzugs . ;376 1531 1065 7 16 0 50 0 25;The second point relates to the retrodisplacement of law enforcement . ;226 1292 1089 4361 37 4 0 12 2540 9024 26;The second point is the management of the . ;226 1292 1089 28 4 2216 12 4 26;5.352924575605126e-06;1;6
Um eine Rechtskultur in Europa zu bekommen , muß das Recht sicherlich nicht nur von der Kommission , von zentralen Organen angewandt werden , sondern auch von nationalen Behörden , von nationalen Gerichten . ;3702 211 16106 4 365 28 1150 14 334 15 309 2434 315 8 46 5 219 14 46 9334 9038 909 115 14 326 188 46 300 515 14 46 300 10169 25;If we are to create a culture of law in Europe , then there is no doubt that the law must be applied not only by the Commission , by central bodies , but also by national authorities , by national courts . ;324 318 41 37 2082 35 435 12 2540 3 135 20 330 672 28 740 956 31 4 2540 347 8 2799 77 7 10 4 227 20 10 2367 967 20 322 342 10 316 537 20 10 316 4612 26;In order Europe the right no doubt a but Commission institutions applied but also national national courts . ;451 735 135 4 871 740 956 35 322 227 793 2799 322 342 316 316 4612 26;2.271701261914248e-24;1;1
Es sollte der Weg zu einem europäischen Kartellamt offengehalten werden , über den dann sicherlich in Zukunft diskutiert wird . ;416 694 5 1037 28 48 779 0 0 115 14 153 33 569 2434 4 1236 933 139 25;The way to a European monopolies commission must be kept clear , something that will certainly form a subject for future discussion . ;226 486 37 35 193 7804 8857 347 8 328 72 20 2472 31 125 2292 524 35 2254 61 959 1442 26;It should the is certainly discussed future . ;27 33 4 28 2292 945 959 26;9.592088234244848e-17;1;2
Aber wir benötigen in der Wettbewerbspolitik mehr Transparenz . ;1559 42 1930 4 5 7625 68 462 25;But we need there to be more transparency in the competition policy . ;1846 318 789 672 37 8 65 472 3 4 1876 552 26;But we need more . ;1846 318 789 65 26;1.9773112138060738e-05;1;5
Mir liegen jedoch für die Zukunft des Wettbewerbs zwei Punkte sehr am Herzen . ;573 544 822 32 16 1236 50 3377 372 400 510 721 6277 25;However , when it comes to what the future holds for competition , there are two issues dear to my heart . ;843 20 363 86 1076 37 467 4 959 8045 61 1876 20 672 41 386 940 4305 37 844 6603 26;However , I future of the competition very . ;843 20 117 959 12 4 1876 372 26;8.583887575157901e-11;1;1
Der eine ist das Thema Subsidiarität . ;376 211 7 15 414 4980 25;One is subsidiarity . ;1095 28 464 26;The is the about subsidiarity . ;226 28 4 339 464 26;0.0005633309828755096;1;1
Der Wettbewerb zwischen den Regionen wird sicherlich die Europäische Union stärken und nicht schwächen . ;376 1959 192 33 1692 139 2434 16 1801 266 7769 20 315 13830 25;Competition between the regions will certainly strengthen rather than weaken the European Union . ;14799 201 4 1723 125 2292 2529 1176 422 1378 4 193 276 26;Competition between the regions certainly European Union strengthen and . ;14799 201 4 1723 2292 193 276 2529 53 26;1.8789120137485954e-10;1;2
Hier nenne ich als Beispiel das Thema GA-Förderung , das Beispiel Sparkassen und Landesbanken , das Beispiel Gütesiegel . ;778 7770 210 354 2199 15 414 0 14 15 2199 0 20 0 14 15 2199 0 25;I would cite , by way of example , the issue of job creation schemes , savings banks and regional banks , and Gütesiegel . ;117 427 14575 20 10 486 12 912 20 4 216 12 1963 3127 3769 20 7577 3419 53 1276 3419 20 53 0 26;This I example , , . ;162 117 912 20 20 26;4.902436919510204e-18;1;6
Hier hat eine Region aus eigener Kraft etwas geschaffen , um eigene Produkte zu vermarkten . ;778 120 211 6 181 13019 5646 558 1979 14 390 3544 3687 28 16379 25;Here , a region has , by its own efforts , created a means of marketing its own products . ;2163 20 35 5 76 20 10 170 1195 2271 20 3022 35 11 12 7422 170 1195 3448 26;Here a to has products market . ;2163 35 37 76 3448 1266 26;1.3897429829489351e-09;1;2
Ich denke , auch eine Anhebung der De-minimis-Regelung ist notwendig . ;107 362 14 188 211 12365 5 0 7 1853 25;I believe there is also a need to raise the de minimis regulation . ;117 208 672 28 342 35 789 37 1714 4 6287 26993 1036 26;I think increase in is necessary . ;117 377 650 3 28 299 26;2.9156615645972823e-07;1;2
Vielen Dank , Herr Kollege . ;924 925 14 53 1460 25;Thank you very much , Mr Radwan . ;447 448 372 781 20 47 3511 26;Thank you , Mr . ;447 448 20 47 26;0.005301722917487594;1;1
Ich gratuliere Ihnen zu dem , was man im deutschen Parlamentarismus in Ihrem Fall unzulässigerweise eine Jungfernrede nennt . ;107 6520 445 28 61 14 184 201 73 3774 18094 4 9819 908 0 211 0 3508 25;I would like to congratulate you on what is referred to in German parliamentary-speak , inappropriately in your case , as a maiden speech . ;117 427 118 37 1335 448 82 467 28 130 37 3 1428 0 20 8201 3 1234 922 20 21 35 34149 2827 26;I congratulate to the what parliamentary dimension in case calls . ;117 1335 37 4 467 1299 586 3 922 3794 26;1.6035561185781544e-14;1;2
Herr Präsident , Herr Kommissar , werte Kolleginnen und Kollegen ! Ich ergreife das Wort im Namen meines Kollegen Robert Goebbels , der wegen einer politischen Verpflichtung leider nicht anwesend sein kann . ;53 54 14 53 1177 14 55 56 20 57 58 107 11457 15 1500 73 1676 645 57 7662 8938 14 5 4724 456 661 4505 3281 315 3483 1035 371 25;Mr President , Commissioner , I am speaking on behalf of my fellow Member , Robert Goebbels , who is unable to attend due to a political commitment . ;47 58 20 1168 20 117 681 1645 82 1641 12 844 1960 202 20 7819 8212 20 287 28 2633 37 3840 1210 37 35 668 3007 26;Mr President , Mr Commissioner , ladies and gentlemen , I am taking on behalf my Goebbels , a political commitment unfortunately not present be here . ;47 58 20 47 1168 20 1169 53 1170 20 117 681 594 82 1641 844 8212 20 35 668 3007 1673 77 153 8 712 26;2.011935577719453e-18;1;4
Der Markt war zwar seit Urzeiten der bevorzugte Austauschort der Menschen , doch niemals perfekt . ;376 2737 818 843 872 0 5 15610 0 5 1246 14 348 882 17207 25;While , since the dawn of time , the market has been the key forum for human interchange , it has never been perfect . ;3280 20 107 4 15519 12 398 20 4 1266 76 78 4 387 5463 61 285 21777 20 86 76 897 78 6883 26;The market was have been for of people , but never . ;226 1266 834 113 78 61 12 420 20 322 897 26;2.6180277583230727e-15;1;1
Am Markt gestaltet sich das Kräfteverhältnis zwischen Angebot und Nachfrage im allgemeinen zuungunsten der Schwächsten - der Verbraucher und der Arbeitnehmer . ;2768 2737 3929 180 15 6346 192 1333 20 4128 73 2622 0 5 15866 625 5 2132 20 5 1162 25;On the market , the balance of power between supply and demand are generally to the detriment of the weakest parties , consumers and workers . ;1906 4 1266 20 4 1096 12 2039 201 3464 53 2915 41 4883 37 4 1722 12 4 4547 224 20 1956 53 1505 26;On market shift between supply and general the players most consumer and the . ;1906 1266 5644 201 3464 53 1770 4 2583 304 2032 53 4 26;3.1070935823298537e-15;1;2
Um zu funktionieren , braucht der Markt Regeln . ;3702 28 5506 14 5664 5 2737 2058 25;In order to function , the market needs rules . ;451 735 37 3632 20 4 1266 298 1905 26;In order the market . ;451 735 4 1266 26;3.537965763573847e-05;1;1
Wir als europäische Sozialdemokraten sind für eine soziale Marktwirtschaft . ;129 354 748 7618 87 32 211 2395 6415 25;We European Socialists are in favour of a market economy with a social purpose . ;40 193 4925 41 3 1015 12 35 1266 1809 46 35 2253 3254 26;We Social Democrats European missions are social . ;40 4319 787 193 4837 41 2253 26;7.621047942243041e-07;1;1
Der Markt ist kein Selbstzweck , er muß der Verbesserung der Lebensbedingungen dienen . ;376 2737 7 1674 3752 14 700 334 5 2796 5 4487 328 25;The market is not an end in itself it must help to improve the human condition . ;226 1266 28 77 13 349 3 884 86 347 1903 37 533 4 285 2461 26;The market is no an end in itself he the living conditions . ;226 1266 28 740 13 349 3 884 711 4 498 258 26;2.0518278597555574e-08;1;2
Die Europäische Union , die Staaten dürfen nicht an die Stelle der Wirtschaftsteilnehmer treten , aber die staatlichen Stellen müssen die Regeln und die Ziele festlegen , die es der Wirtschaft ermöglichen , sich nachhaltig zu entwickeln . ;37 1801 266 14 16 78 1282 315 113 16 4162 5 0 5709 14 383 16 6616 1757 317 16 2058 20 16 1136 978 14 16 27 5 1168 2268 14 180 2617 28 2273 25;The European Union or individual States must not take over from economic operators , but public authorities must define the rules and objectives which enable the economy to develop in a sustainable fashion . ;226 193 276 66 1810 75 347 77 689 96 186 623 670 20 322 971 537 347 539 4 1905 53 1473 15 3569 4 1809 37 3344 3 35 1752 1829 26;The European Union , must but the must rules and the targets economy enable develop sustainably . ;226 193 276 20 347 322 4 347 1905 53 4 2975 1809 3569 3344 19931 26;2.8766012012884574e-28;1;2
Hauptziel der Wettbewerbspolitik der Union kann nicht sein , das globale Beihilfenniveau abzusenken . ;7566 5 7625 5 266 371 315 1035 14 15 1975 0 0 25;The main objective of the Union s competition policy cannot be to reduce the overall level of aid . ;226 521 392 12 4 276 24 1876 552 684 8 37 2701 4 514 648 12 1207 26;The principal objective the Union can not be . ;226 9486 392 4 276 6 77 8 26;3.2283329152377845e-10;1;8
Man muß diese Beihilfen auf die Ziele der Union , vor allem den wirtschaftlichen und sozialen Zusammenhalt , die nachhaltige Entwicklung und die Forschung , ausrichten . ;361 334 127 2613 9 16 1136 5 266 14 96 295 33 1221 20 2690 2122 14 16 1783 190 20 16 1267 14 8741 25;This aid must be aligned with the objectives of the Union , particularly economic and social cohesion , sustainable development and research . ;162 1207 347 8 5836 46 4 1473 12 4 276 20 480 623 53 2253 1786 20 1752 569 53 1979 26;We must this the , the economic and social cohesion and research , . ;40 347 124 4 20 4 623 53 2253 1786 53 1979 20 26;3.227714043749704e-21;1;2
Es wäre jedoch ein schwerwiegender Fehler , alle staatlichen Beihilfen abzuschaffen . ;416 1510 822 67 3095 7310 14 706 6616 2613 8200 25;It would be a serious mistake to eliminate all public aid . ;27 427 8 35 860 6606 37 2714 223 971 1207 26;It would be a serious mistake all aid . ;27 427 8 35 860 6606 223 1207 26;4.96879528807601e-07;1;2
Das Internet ist kein Produkt des Marktes , sondern das Ergebnis der durch die amerikanische Armee finanzierten Forschung . ;157 5273 7 1674 8012 50 6873 14 326 15 1164 5 189 16 3390 4911 2507 1267 25;The Internet is not a product of the market , but the result of research financed by the American army . ;226 4848 28 77 35 2140 12 4 1266 20 322 4 1291 12 1979 2350 10 4 745 52 26;The Internet is no product of the market , but result army development financed by technology research . ;226 4848 28 740 2140 12 4 1266 20 322 1291 52 569 2350 10 4847 1979 26;4.171565306448664e-12;1;1
Mir ist nicht bekannt , daß Herr Duisenberg die Rettung des Hedge Fund LTCM durch die amerikanischen Währungsbehörden kritisiert hätte . ;573 7 315 1787 14 30 53 8952 16 4008 50 0 14011 0 189 16 3853 0 6143 608 25;I did not hear Mr Duisenberg criticising the intervention of the American monetary authorities to save the hedge fund , LTCM . ;117 823 77 2728 47 8223 6728 4 2281 12 4 745 2738 537 37 3744 4 11619 244 20 20712 26;I is not know that Mr Duisenberg of the American criticized . ;117 28 77 335 31 47 8223 12 4 745 34302 26;2.310084684032175e-15;1;2
Die menschliche Arbeit wird hingegen als einfacher Anpassungsfaktor gesehen . ;37 2783 223 139 5198 354 5349 0 1618 25;Human labour , on the other hand , is considered to be a simple factor in the equation . ;2662 2596 20 82 4 731 728 20 28 1564 37 8 35 978 4099 3 4 17923 26;The human , other hand , as . ;226 285 20 731 728 20 21 26;1.7433489893114628e-05;1;3
Wir Sozialdemokraten lehnen diese liberale Verklärung ab . ;129 7618 11031 127 7551 0 922 25;We Socialists reject the liberals na ve optimism on this point . ;40 4925 5542 4 16675 4608 4609 7053 82 124 1089 26;We Social Democrats . ;40 4319 787 26;0.0005617826531932813;1;3
Wir wollen eine echte Wettbewerbskultur in Europa . ;129 90 211 2774 0 4 365 25;We want a true culture of competition in Europe . ;40 738 35 87 435 12 1876 3 135 26;We want to a real being Europe . ;40 738 37 35 1982 313 135 26;4.234585549406414e-06;1;3
Herr Präsident , sehr geehrter Herr Kommissar , werte Kollegen ! Zunächst möchte ich Herrn Rapkay für seinen guten Bericht und die gute Zusammenarbeit danken . ;53 54 14 510 9805 53 1177 14 55 57 58 1457 108 210 143 9781 32 197 1005 1506 20 16 2066 191 448 25;Mr President , Commissioner , I want to begin by thanking Mr Rapkay for a good report and constructive cooperation . ;47 58 20 1168 20 117 738 37 824 10 4921 47 8972 61 35 30 1132 53 3839 197 26;Mr President , Mr Commissioner , ladies , would like I for his report and cooperation . ;47 58 20 47 1168 20 1169 20 427 118 117 61 706 1132 53 197 26;4.640007093785161e-15;1;2
Ihnen , Herr Kommissar Monti , danke ich für die ausgezeichnete Zusammenarbeit , gleichzeitig möchte ich darauf hinweisen , daß Ihnen gerade zur Jahrtausendwende eine besonders wichtige Funktion zukommt , denn Sie müssen die Fehler der nationalen Regierungen ausbügeln , die in bezug auf die Wettbewerbspolitik große Visionen haben . ;445 14 53 1177 3758 14 3156 210 32 16 2450 191 14 593 108 210 561 1249 14 30 445 649 222 0 211 525 1181 4362 5698 14 568 394 317 16 7310 5 300 2470 0 14 16 4 237 9 16 7625 580 7758 95 25;I want to thank you , Commissioner Monti , for your outstanding cooperation and I want to tell you that , as we enter the new millennium , you have an especially important role . It is your job to tidy up the mess left by national governments . ;117 738 37 449 448 20 1168 3513 20 61 1234 2427 197 53 117 738 37 1751 448 31 20 21 318 2893 4 416 7152 20 448 113 13 944 183 157 26 27 28 1234 1963 37 27876 890 4 14576 1409 10 316 2321 26;you , Mr Commissioner Monti , thank I cooperation I would point out that has just important role because you must governments the a great deal . ;448 20 47 1168 3513 20 449 117 197 117 427 1089 1073 31 76 340 183 157 481 448 347 2321 4 35 320 321 26;8.995964845045474e-37;1;2
Wir haben den Fall Holzmann . Dieses Unternehmen erhält von der deutschen Regierung umfangreiche Beihilfen , ebenso Sägewerke in Ostdeutschland , und nicht zuletzt sind die Beihilfen für die Schiffswerften zu nennen . ;129 95 33 908 0 25 1501 1760 4307 46 5 3774 1087 3997 2613 14 44 0 4 0 14 20 315 898 87 16 2613 32 16 0 28 4726 25;Let me mention the latest examples we have seen Holzmann , a company which receives considerable aid from the German Government sawmills in former East Germany and , especially , aid to shipyards . ;334 766 1486 4 7350 2433 318 113 2406 0 20 35 3312 15 9460 1558 1207 186 4 1428 1082 0 3 2967 71 6071 53 20 944 20 1207 37 14193 26;has German Government aid in that , and not least are the for to . ;76 1428 1082 1207 3 31 20 53 77 2490 41 4 61 37 26;1.5383418722642145e-23;1;4
Diese Vorschläge führen unserer Ansicht nach zu Transparenz und Offenheit , die für das Funktionieren des Binnenmarktes sehr wichtig sind . ;1365 238 269 422 480 147 28 462 20 1033 14 16 32 15 1127 50 2571 510 1047 87 25;These are amendments which we believe will lead to transparency and openness , which is very important with a view to making the internal market work . ;1471 41 1302 15 318 208 125 981 37 472 53 8181 20 15 28 372 183 46 35 277 37 998 4 1402 1266 231 26;This proposals lead a considerable transparency and , the the of the internal market important are . ;162 248 981 35 1558 472 53 20 4 4 12 4 1402 1266 183 41 26;5.859654486873885e-14;1;3
Ich möchte die Gelegenheit nutzen und mich bei meinen Kollegen im Ausschuß für ihre Unterstützung der Vorschläge der Liberalen Fraktion bedanken . ;107 108 16 141 2618 20 1290 228 1321 57 73 1052 32 807 125 5 238 5 1592 1011 5238 25;I should like to take this opportunity to thank my colleagues on the committee for supporting the amendments tabled by the Group of the European Liberal , Democrat and Reform Party . ;117 33 118 37 689 124 688 37 449 844 1997 82 4 147 61 1270 4 1302 63 10 4 234 12 4 193 2743 20 3330 53 3331 827 26;I would like the and my colleague committee their proposals Left Group thanking for . ;117 427 118 4 53 844 1436 147 111 248 1571 234 4921 61 26;1.0807329681786926e-16;1;2
Wie können wir sicherstellen , daß unrechtmäßige staatliche Beihilfen zurückgezahlt werden ? ;282 311 42 3140 14 30 0 1756 2613 12061 115 554;How do we ensure that unlawful state aid is paid back ? ;1813 580 318 770 31 5290 39 1207 28 1680 424 577;State ? ;1678 577;6.203162399996642e-08;1;2
Zur Zeit gibt es keine gemeinsamen Vorschriften in diesem Bereich , und wir fordern die Kommission nachdrücklich auf , für die Harmonisierung der Vorschriften zur Rückzahlung zu sorgen . ;3836 291 1385 27 80 267 2620 4 137 155 14 20 42 2692 16 219 4457 9 14 32 16 4567 5 2620 222 16814 28 1004 25;At present , there are no common rules in this area , and we vigorously urge the Commission to make a point of harmonising the rules on repayment . ;127 153 20 672 41 740 274 1905 3 124 160 20 53 318 9565 4164 4 227 37 119 35 1089 12 12575 4 1905 82 3768 26;times there joint in this area and we the Commission strongly harmonisation rules ensure . ;1646 672 1532 3 124 160 53 318 4 227 5123 4003 1905 770 26;8.7178079839184e-24;1;2
Das ist der richtige Weg , um gleichartige Wettbewerbsbedingungen zu schaffen . ;157 7 5 5457 1037 14 390 0 8622 28 2299 25;This is the way forward if we are to ensure uniform conditions of competition . ;162 28 4 486 1885 121 318 41 37 770 6144 258 12 1876 26;This is the right way to level playing field . ;162 28 4 871 486 37 648 9390 1498 26;7.714204421994593e-10;1;2
Unser vorrangiges Ziel muß aber , wie schon gesagt , Transparenz und Offenheit sein . ;816 16616 1502 334 383 14 420 2047 511 14 462 20 1033 1035 25;But , as I have already mentioned , our overriding objectives ought still to be those of transparency and openness . ;1846 20 21 117 113 271 546 20 154 12201 1473 2438 639 37 8 1241 12 472 53 8181 26;Better objective transparency and . ;874 392 472 53 26;4.1275598924306946e-12;1;2
Herr Präsident , Herr Kommissar , wir haben ganz einfach zwei Fragen zu beantworten . ;53 54 14 53 1177 14 42 95 109 1717 372 442 28 468 25;Mr President , Commissioner , there are just two questions which must be answered . ;47 58 20 1168 20 672 41 340 386 312 15 347 8 7066 26;Mr President , Mr Commissioner , we two . ;47 58 20 47 1168 20 318 386 26;2.0869577269526534e-08;1;2
Im Bericht von Wogau wird vorgeschlagen , die Kontrolle der Legitimität solcher Maßnahmen in die einzelstaatliche Zuständigkeit zu übertragen . ;1163 1506 46 4054 139 382 14 16 204 5 8530 732 179 4 16 17712 3711 28 4398 25;The von Wogau report proposes referring supervision of the legitimacy of individual cases to national level . ;226 3777 3778 1132 4327 1859 732 12 4 7823 12 1810 1148 37 316 648 26;In report von Wogau will proposals control measures the national . ;451 1132 3777 3778 125 248 218 644 4 316 26;3.2757757264005476e-14;1;2
Wir sehen darin zwar eine gewisse Gefahr , werden aber trotzdem dafür stimmen , denn wir sehen ein , daß die Kommission nicht alles machen kann . ;129 504 650 843 211 8006 1606 14 115 383 5498 938 2276 14 568 42 504 67 14 30 16 219 315 406 397 371 25;We feel this is relatively dangerous , but all the same we shall vote in favour of it because we recognise that the Commission cannot do everything . ;40 853 124 28 5619 1453 20 322 223 4 962 318 331 1181 3 1015 12 86 481 318 2485 31 4 227 684 580 2046 26;We a threat will be will be vote because we that the Commission . ;40 35 1588 125 8 125 8 1181 481 318 31 4 227 26;2.095739766075268e-19;1;4
Herr Präsident , wieder einmal debattieren wir über die Wettbewerbspolitik der Europäischen Union . ;53 54 14 91 627 837 42 153 16 7625 5 62 266 25;Mr President , once again we are debating the European Union s competition policy . ;47 58 20 73 1301 318 41 859 4 193 276 24 1876 552 26;Mr President , discussing we the competition policy European Union . ;47 58 20 5904 318 4 1876 552 193 276 26;8.520012542858775e-09;1;3
Sollten wir nicht eigentlich eher darüber diskutieren ? ;5356 42 315 695 987 1912 739 554;Should we not be discussing this issue ? ;1892 318 77 8 5904 124 216 577;If we not more debate ? ;324 318 77 65 269 577;2.4937178255256054e-05;1;3
Welche Wettbewerbspolitik will und kann diese Monopolunternehmen kontrollieren ? ;1063 7625 236 20 371 127 0 3916 554;We need a competition policy which can and will introduce controls on the activities of these private-sector monopolies . ;40 789 35 1876 552 15 6 53 125 2327 2464 82 4 2068 12 84 10893 7804 26;Competition policy and can ? ;14799 552 53 6 577;1.0542471434541317e-05;1;2
Bestimmte europäische Industriezweige wie der Schiffbau , die Luftfahrt- und die Stahlindustrie sind bereits Opfer wettbewerbspolitischer Maßnahmen geworden und haben beträchtliche Verluste hinnehmen müssen . ;14199 748 16728 420 5 11504 14 16 0 20 16 13993 87 260 275 0 179 4323 20 95 9952 8984 2510 317 25;Certain sectors of European industry , such as the shipbuilding industry , air transport and the steel industry , which have been hard hit by existing competition policy , have suffered tremendously . ;8928 1978 12 193 3147 20 972 21 4 10804 3147 20 2191 975 53 4 13415 3147 20 15 113 78 1842 4023 10 3086 1876 552 20 113 2979 9886 26;will steel industry already have victims measures become and . ;125 13415 3147 271 113 283 644 666 53 26;2.845830176418965e-17;1;2
Ob wir uns wohl irgendwann auch einmal damit befassen ? ;7445 42 285 784 1234 188 627 1232 1425 554;When will we debate that ? ;660 125 318 269 31 577;Whether we at some point ? ;8630 318 242 149 1089 577;4.170970260732324e-06;1;2
Andererseits führt der Abbau Hunderttausender von Arbeitsplätzen zu einem explosionsartigen Anstieg der Arbeitslosigkeit . ;5539 1573 5 2912 0 46 2954 28 48 0 7595 5 1983 25;At the same time , unemployment is spiralling as a result of the loss of hundreds of thousands of jobs . ;127 4 962 398 20 1896 28 22149 21 35 1291 12 4 9525 12 4021 12 3746 12 2740 26;On the job unemployment . ;1906 4 1963 1896 26;1.3738771227397782e-13;1;2
Hierzu hat auch die Wettbewerbspolitik im Rahmen dieser Möglichkeiten beigetragen . ;11126 120 188 16 7625 73 537 82 1740 3088 25;The competition policy has , as far as these resources permitted , contributed to this event . ;226 1876 552 76 20 21 1098 21 84 300 9430 20 2030 37 124 453 26;For this also competition policy possible . ;1671 124 342 1876 552 209 26;1.3382285105088724e-09;1;1
Was uns betrifft , so sind wir nach wie vor strikt gegen die Einheitswährung , die uns keineswegs die Vorteile und die Flexibilität einer gemeinsamen Währung beschert , sondern uns eine Zwangsjacke verpaßt , die den europäischen Völkern aufgezwungen wird . ;637 285 474 14 208 87 42 147 420 96 7289 280 16 7613 14 16 285 1627 16 3365 20 16 4594 456 267 3316 3733 14 326 285 211 0 0 14 16 33 779 8274 14099 139 25;For our part , we remain staunchly opposed to the single currency which , far from bringing us the advantages and flexibility of a shared currency , imprisons us in an artificial straitjacket , which has been imposed on the peoples of Europe . ;1671 154 142 20 318 677 25192 1339 37 4 1693 3062 15 20 1098 186 4880 295 4 3117 53 1029 12 35 2789 3062 20 28221 295 3 13 8543 5969 20 15 76 78 3859 82 4 1023 12 135 26;What of we still the and flexibility common currency but we European imposed . ;811 12 318 639 4 53 1029 274 3062 322 318 193 3859 26;2.680408558352241e-31;1;2
Herr Präsident , Herr Kommissar , werte Kolleginnen und Kollegen ! Wir sehen das Weißbuch der Kommission über den Wettbewerb im wesentlichen positiv , insbesondere was die Abschaffung des Anmelde- und Genehmigungssystems betrifft , haben aber diesbezüglich auch einige Bedenken . ;53 54 14 53 1177 14 55 56 20 57 58 129 504 15 4509 5 219 153 33 1959 73 2899 1286 14 185 184 16 4750 50 0 20 0 474 14 95 383 1986 188 146 577 25;Mr President , Commissioner , we have a basically positive view of the Commission s White Paper on competition , particularly as regards the abolition of the system of notification and authorisation , but we are also puzzled by several things . ;47 58 20 1168 20 318 113 35 3848 485 277 12 4 227 24 4209 4210 82 1876 20 480 21 2429 4 4428 12 4 848 12 11791 53 2135 20 322 318 41 342 35700 10 182 1103 26;Mr President , Mr Commissioner , ladies and gentlemen , we the White Paper Commission in the , especially the abolition of the the is of but have clearer some people doubts . ;47 58 20 47 1168 20 1169 53 1170 20 318 4 4209 4210 227 3 4 20 944 4 4428 12 4 4 28 12 322 113 2184 149 420 2806 26;3.357362070977181e-29;1;3
Die jetzt vorgesehenen Maßnahmen sind wohl sehr wichtig , aber noch nicht ausreichend . ;37 949 1603 179 87 784 510 1047 14 383 613 315 4169 25;What is being done may well be very important , but it is still not sufficient . ;811 28 313 460 319 22 8 372 183 20 322 86 28 639 77 1758 26;The measures are very important but even adequate . ;226 644 41 372 183 322 976 4443 26;8.228795937768161e-10;1;1
Den Änderungsanträgen 6 und 7 des Berichterstatters sollte deshalb zugestimmt werden . ;3636 1387 770 20 771 50 6148 694 1520 5500 115 25;The rapporteur s Amendments Nos 6 and 7 , therefore , deserve our support . ;226 1287 24 2145 2146 785 53 786 20 29 20 2891 154 133 26;Amendments Nos 6 and 7 of the rapporteur s should be . ;2145 2146 785 53 786 12 4 1287 24 33 8 26;4.497133177220564e-07;1;2
Verwundbare Menschen müssen immer herhalten . ;0 1246 317 671 0 25;Vulnerable people find themselves hardest hit . ;0 420 210 2941 8611 4023 26;people must . ;420 347 26;1.0698218958198593e-05;1;7
Die Marktwirkung muß wohldurchdacht dazu genutzt werden , die Verantwortung der Bürgerinnen und Bürger sowie der Unternehmen bestmöglich zur Geltung zu bringen . ;37 0 334 0 1064 3042 115 14 16 2816 5 6987 20 312 271 5 1760 5642 222 12035 28 633 25;Market forces must be employed in a sophisticated manner to do full justice to the responsibility of citizens and companies . ;1128 1729 347 8 5758 3 35 14049 3188 37 580 1092 327 37 4 2611 12 333 53 1434 26;The must responsibility and and and businesses . ;226 347 2611 53 53 53 2523 26;2.873805206959412e-18;1;2
Das geht auf Kosten der Rechtssicherheit für die Unternehmen . ;157 417 9 2143 5 8992 32 16 1760 25;This would be at the expense of legal certainty within industry . ;162 427 8 242 4 4406 12 263 5223 561 3147 26;This is costs of legal certainty for companies . ;162 28 2233 12 263 5223 61 1434 26;1.2368766498953624e-06;1;2
Wird die Arbeitsüberlastung der Kommission wirklich weniger , wenn ihr nationale Gerichte Bericht erstatten müssen ? ;2509 16 0 5 219 1921 70 14 278 1401 2596 6297 1506 14548 317 554;Does the pressure of work within the Commission really decrease when national judges are required to report to the Commission ? ;578 4 505 12 231 561 4 227 3346 12883 363 316 1192 41 2361 37 1132 37 4 227 577;Will the less if its courts report ? ;570 4 67 121 170 4612 1132 577;2.7634366037671798e-11;1;1
Wie steht der Rat dazu , und ist der Herr Kommissar bereit , diese Punkte noch einmal gründlich zu überdenken ? ;282 36 5 377 1064 14 20 7 5 53 1177 2519 14 127 400 613 627 7080 28 6865 554;What is the Council s opinion on this and is the Commissioner prepared to completely reconsider these points ? ;811 28 4 143 24 492 82 124 53 28 4 1168 4053 37 2337 6947 84 199 577;How Council and is the Commissioner prepared reconsider ? ;1813 143 53 28 4 1168 4053 6947 577;4.197891065037266e-15;1;2
Mit dem vorliegenden Weißbuch ist das sicherlich gelungen . ;2688 61 2104 4509 7 15 2434 1332 25;It is there to generate reactions and the White Paper has certainly succeeded in doing that . ;27 28 672 37 11229 5479 53 4 4209 4210 76 2292 4677 3 951 31 26;With is . ;303 28 26;4.095792547407936e-07;1;2
Es liefert eine gute Diskussionsgrundlage und ist insofern zu begrüßen . ;416 3630 211 2066 0 20 7 6937 28 29 25;It forms a sound basis for discussion and is to be welcomed in this sense . ;27 1086 35 1364 264 61 1442 53 28 37 8 5751 3 124 1166 26;It provides a good and positive . ;27 4789 35 30 53 485 26;7.655026719982638e-07;1;2
Ich verstehe die Ausgangspunkte der Verfasser und stimme ihnen zu . ;107 1827 16 0 5 3361 20 1626 150 28 25;I understand where the authors are coming from and I share their views . ;117 903 1042 4 9373 41 3231 186 53 117 782 111 155 26;I understand the and them to . ;117 903 4 53 161 37 26;1.23382050344e-07;1;3
